instance_index,feature_name,percentage_changed,num_changed,num_total,original_value,feature_type,average_change,min_change,max_change,std_change,distribution,unique_values
18,number_credits,30.0,3,10,1.0,numeric,1.0,1.0,1.0,0.0,,
18,other_debtors,20.0,2,10,1.0,numeric,2.0,2.0,2.0,0.0,,
18,other_installment_plans,20.0,2,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
18,people_liable,40.0,4,10,1.0,numeric,1.0,1.0,1.0,0.0,,
18,present_residence,80.0,8,10,2.0,numeric,1.875,1.0,2.0,0.3307,,
18,property,90.0,9,10,3.0,numeric,-1.3333,-2.0,1.0,0.9428,,
18,purpose,90.0,9,10,3.0,numeric,2.3333,-2.0,7.0,2.7889,,
18,savings,40.0,4,10,1.0,numeric,2.75,1.0,4.0,1.299,,
18,status,80.0,8,10,1.0,numeric,1.875,1.0,3.0,0.927,,
18,telephone,60.0,6,10,1.0,numeric,1.0,1.0,1.0,0.0,,
19,amount,100.0,10,10,15672.0,numeric,-6426.0,-7848.0,-4618.0,1139.7228,,
19,credit_history,60.0,6,10,3.0,numeric,0.5,-2.0,2.0,1.5,,
19,duration,90.0,9,10,48.0,numeric,-10.2222,-24.0,12.0,11.1333,,
19,employment_duration,60.0,6,10,3.0,numeric,0.5,-1.0,2.0,1.118,,
19,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
19,housing,30.0,3,10,2.0,numeric,-0.3333,-1.0,1.0,0.9428,,
19,installment_rate,50.0,5,10,2.0,numeric,1.0,-1.0,2.0,1.0954,,
19,job,40.0,4,10,3.0,numeric,0.5,-1.0,1.0,0.866,,
19,number_credits,30.0,3,10,1.0,numeric,1.0,1.0,1.0,0.0,,
19,other_debtors,20.0,2,10,1.0,numeric,1.5,1.0,2.0,0.5,,
19,other_installment_plans,30.0,3,10,3.0,numeric,-1.6667,-2.0,-1.0,0.4714,,
19,people_liable,40.0,4,10,1.0,numeric,1.0,1.0,1.0,0.0,,
19,present_residence,40.0,4,10,2.0,numeric,2.0,2.0,2.0,0.0,,
19,property,70.0,7,10,3.0,numeric,-0.5714,-2.0,1.0,1.0498,,
19,purpose,90.0,9,10,9.0,numeric,-6.7778,-8.0,-5.0,0.7857,,
19,savings,70.0,7,10,1.0,numeric,3.8571,3.0,4.0,0.3499,,
19,status,80.0,8,10,2.0,numeric,1.625,-1.0,2.0,0.9922,,
19,telephone,30.0,3,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
20,amount,90.0,9,10,2039.0,numeric,-10.3333,-141.0,142.0,109.8939,,
20,credit_history,50.0,5,10,3.0,numeric,1.8,1.0,2.0,0.4,,
20,duration,80.0,8,10,18.0,numeric,-0.375,-12.0,12.0,8.2755,,
20,employment_duration,40.0,4,10,3.0,numeric,0.5,-1.0,2.0,1.5,,
20,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
20,housing,80.0,8,10,1.0,numeric,1.0,1.0,1.0,0.0,,
20,installment_rate,80.0,8,10,1.0,numeric,2.25,1.0,3.0,0.9682,,
20,job,30.0,3,10,3.0,numeric,-1.0,-1.0,-1.0,0.0,,
20,number_credits,40.0,4,10,1.0,numeric,1.25,1.0,2.0,0.433,,
20,other_debtors,0.0,0,10,1.0,categorical,,,,,{},
20,other_installment_plans,100.0,10,10,1.0,numeric,2.0,2.0,2.0,0.0,,
20,people_liable,30.0,3,10,1.0,numeric,1.0,1.0,1.0,0.0,,
20,present_residence,70.0,7,10,4.0,numeric,-2.0,-3.0,-1.0,0.5345,,
20,property,30.0,3,10,1.0,numeric,1.3333,1.0,2.0,0.4714,,
20,purpose,70.0,7,10,3.0,numeric,0.8571,-2.0,6.0,2.4744,,
20,savings,30.0,3,10,1.0,numeric,4.0,4.0,4.0,0.0,,
20,status,80.0,8,10,1.0,numeric,1.875,1.0,3.0,0.927,,
20,telephone,30.0,3,10,1.0,numeric,1.0,1.0,1.0,0.0,,
21,amount,100.0,10,10,5493.0,numeric,-88.1,-343.0,311.0,251.376,,
21,credit_history,60.0,6,10,3.0,numeric,2.0,2.0,2.0,0.0,,
21,duration,90.0,9,10,36.0,numeric,-11.3333,-24.0,12.0,9.877,,
21,employment_duration,40.0,4,10,5.0,numeric,-2.75,-4.0,-1.0,1.299,,
21,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
21,housing,70.0,7,10,3.0,numeric,-1.1429,-2.0,-1.0,0.3499,,
21,installment_rate,80.0,8,10,2.0,numeric,1.5,-1.0,2.0,1.0,,
21,job,40.0,4,10,3.0,numeric,0.25,-2.0,1.0,1.299,,
21,number_credits,50.0,5,10,1.0,numeric,1.6,1.0,3.0,0.8,,
21,other_debtors,0.0,0,10,1.0,categorical,,,,,{},
21,other_installment_plans,20.0,2,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
21,people_liable,90.0,9,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
21,present_residence,40.0,4,10,4.0,numeric,-2.0,-2.0,-2.0,0.0,,
21,property,70.0,7,10,4.0,numeric,-1.5714,-3.0,-1.0,0.7284,,
21,purpose,80.0,8,10,2.0,numeric,1.625,-1.0,8.0,2.9128,,
21,savings,60.0,6,10,1.0,numeric,3.3333,2.0,4.0,0.7454,,
21,status,90.0,9,10,1.0,numeric,2.4444,1.0,3.0,0.8315,,
21,telephone,60.0,6,10,1.0,numeric,1.0,1.0,1.0,0.0,,
22,amount,100.0,10,10,1082.0,numeric,24.4,-106.0,106.0,63.6195,,
22,credit_history,100.0,10,10,1.0,numeric,2.4,2.0,4.0,0.8,,
22,duration,40.0,4,10,12.0,numeric,2.0,-4.0,9.0,5.6125,,
22,employment_duration,60.0,6,10,3.0,numeric,1.5,-1.0,2.0,1.118,,
22,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
22,housing,40.0,4,10,2.0,numeric,-0.5,-1.0,1.0,0.866,,
22,installment_rate,50.0,5,10,4.0,numeric,-1.6,-2.0,-1.0,0.4899,,
22,job,40.0,4,10,3.0,numeric,0.0,-1.0,1.0,1.0,,
22,number_credits,60.0,6,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
22,other_debtors,20.0,2,10,1.0,numeric,2.0,2.0,2.0,0.0,,
22,other_installment_plans,80.0,8,10,1.0,numeric,2.0,2.0,2.0,0.0,,
22,people_liable,30.0,3,10,1.0,numeric,1.0,1.0,1.0,0.0,,
22,present_residence,40.0,4,10,4.0,numeric,-2.0,-3.0,-1.0,0.7071,,
22,property,80.0,8,10,3.0,numeric,-1.5,-2.0,1.0,1.0,,
22,purpose,90.0,9,10,1.0,numeric,4.1111,2.0,9.0,2.3779,,
22,savings,50.0,5,10,1.0,numeric,2.8,1.0,4.0,1.1662,,
22,status,80.0,8,10,1.0,numeric,1.875,1.0,3.0,0.927,,
22,telephone,40.0,4,10,1.0,numeric,1.0,1.0,1.0,0.0,,
23,amount,90.0,9,10,4795.0,numeric,201.1111,-332.0,439.0,272.5115,,
23,credit_history,60.0,6,10,3.0,numeric,1.6667,1.0,2.0,0.4714,,
23,duration,80.0,8,10,36.0,numeric,-10.875,-21.0,-6.0,4.4843,,
23,employment_duration,90.0,9,10,2.0,numeric,2.0,-1.0,3.0,1.2472,,
23,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
23,housing,10.0,1,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
23,installment_rate,30.0,3,10,4.0,numeric,-2.0,-3.0,-1.0,0.8165,,
23,job,60.0,6,10,4.0,numeric,-1.0,-1.0,-1.0,0.0,,
23,number_credits,40.0,4,10,1.0,numeric,1.5,1.0,3.0,0.866,,
23,other_debtors,0.0,0,10,1.0,categorical,,,,,{},
23,other_installment_plans,10.0,1,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
23,people_liable,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
23,present_residence,90.0,9,10,1.0,numeric,2.3333,1.0,3.0,0.9428,,
23,property,90.0,9,10,4.0,numeric,-1.1111,-2.0,-1.0,0.3143,,
23,purpose,50.0,5,10,4.0,numeric,0.0,-3.0,5.0,3.0984,,
23,savings,30.0,3,10,1.0,numeric,4.0,4.0,4.0,0.0,,
23,status,70.0,7,10,2.0,numeric,1.8571,1.0,2.0,0.3499,,
23,telephone,30.0,3,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
24,amount,100.0,10,10,10623.0,numeric,-1377.0,-2799.0,431.0,1139.7228,,
24,credit_history,80.0,8,10,5.0,numeric,-2.125,-4.0,-1.0,0.927,,
24,duration,90.0,9,10,30.0,numeric,9.7778,-6.0,30.0,11.1732,,
24,employment_duration,90.0,9,10,5.0,numeric,-1.8889,-3.0,-1.0,0.737,,
24,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
24,housing,90.0,9,10,3.0,numeric,-1.2222,-2.0,-1.0,0.4157,,
24,installment_rate,80.0,8,10,3.0,numeric,-0.625,-2.0,1.0,0.9922,,
24,job,70.0,7,10,4.0,numeric,-1.1429,-2.0,-1.0,0.3499,,
24,number_credits,100.0,10,10,3.0,numeric,-1.7,-2.0,-1.0,0.4583,,
24,other_debtors,20.0,2,10,1.0,numeric,1.5,1.0,2.0,0.5,,
24,other_installment_plans,30.0,3,10,3.0,numeric,-1.6667,-2.0,-1.0,0.4714,,
24,people_liable,60.0,6,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
24,present_residence,60.0,6,10,4.0,numeric,-2.0,-2.0,-2.0,0.0,,
24,property,80.0,8,10,4.0,numeric,-1.75,-3.0,-1.0,0.6614,,
24,purpose,40.0,4,10,2.0,numeric,2.25,-1.0,7.0,2.9475,,
24,savings,70.0,7,10,1.0,numeric,3.8571,3.0,4.0,0.3499,,
24,status,90.0,9,10,1.0,numeric,2.5556,1.0,3.0,0.8315,,
24,telephone,30.0,3,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
25,amount,100.0,10,10,10297.0,numeric,-1051.0,-2473.0,757.0,1139.7228,,
25,credit_history,60.0,6,10,3.0,numeric,0.5,-2.0,2.0,1.5,,
25,duration,90.0,9,10,48.0,numeric,-10.2222,-24.0,12.0,11.1333,,
25,employment_duration,70.0,7,10,4.0,numeric,-1.0,-2.0,1.0,0.9258,,
25,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
25,housing,90.0,9,10,3.0,numeric,-1.2222,-2.0,-1.0,0.4157,,
25,installment_rate,80.0,8,10,4.0,numeric,-1.875,-3.0,-1.0,0.5995,,
25,job,40.0,4,10,3.0,numeric,0.5,-1.0,1.0,0.866,,
25,number_credits,100.0,10,10,3.0,numeric,-1.7,-2.0,-1.0,0.4583,,
25,other_debtors,20.0,2,10,1.0,numeric,1.5,1.0,2.0,0.5,,
25,other_installment_plans,90.0,9,10,2.0,numeric,0.5556,-1.0,1.0,0.8315,,
25,people_liable,60.0,6,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
25,present_residence,60.0,6,10,4.0,numeric,-2.0,-2.0,-2.0,0.0,,
25,property,80.0,8,10,4.0,numeric,-1.75,-3.0,-1.0,0.6614,,
25,purpose,40.0,4,10,2.0,numeric,2.25,-1.0,7.0,2.9475,,
25,savings,70.0,7,10,1.0,numeric,3.8571,3.0,4.0,0.3499,,
25,status,90.0,9,10,1.0,numeric,2.5556,1.0,3.0,0.8315,,
25,telephone,30.0,3,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
26,amount,100.0,10,10,1193.0,numeric,-8.1,-70.0,69.0,51.7677,,
26,credit_history,100.0,10,10,2.0,numeric,1.3,1.0,3.0,0.6403,,
26,duration,90.0,9,10,24.0,numeric,-12.4444,-18.0,-3.0,4.8559,,
26,employment_duration,80.0,8,10,1.0,numeric,3.25,1.0,4.0,1.0897,,
26,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
26,housing,80.0,8,10,1.0,numeric,1.125,1.0,2.0,0.3307,,
26,installment_rate,100.0,10,10,1.0,numeric,2.2,1.0,3.0,0.8718,,
26,job,100.0,10,10,1.0,numeric,2.0,1.0,3.0,0.7746,,
26,number_credits,80.0,8,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
26,other_debtors,100.0,10,10,2.0,numeric,-0.8,-1.0,1.0,0.6,,
26,other_installment_plans,20.0,2,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
26,people_liable,30.0,3,10,1.0,numeric,1.0,1.0,1.0,0.0,,
26,present_residence,30.0,3,10,4.0,numeric,-2.0,-3.0,-1.0,0.8165,,
26,property,90.0,9,10,4.0,numeric,-2.3333,-3.0,-1.0,0.6667,,
26,purpose,90.0,9,10,1.0,numeric,5.0,2.0,9.0,2.7487,,
26,savings,50.0,5,10,1.0,numeric,3.0,1.0,4.0,1.2649,,
26,status,80.0,8,10,1.0,numeric,2.125,1.0,3.0,0.927,,
26,telephone,60.0,6,10,1.0,numeric,1.0,1.0,1.0,0.0,,
27,amount,100.0,10,10,13756.0,numeric,-4510.0,-5932.0,-2702.0,1139.7228,,
27,credit_history,80.0,8,10,5.0,numeric,-2.125,-4.0,-1.0,0.927,,
27,duration,90.0,9,10,60.0,numeric,-23.5556,-36.0,-6.0,8.8833,,
27,employment_duration,90.0,9,10,5.0,numeric,-1.8889,-3.0,-1.0,0.737,,
27,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
27,housing,90.0,9,10,3.0,numeric,-1.2222,-2.0,-1.0,0.4157,,
27,installment_rate,50.0,5,10,2.0,numeric,1.0,-1.0,2.0,1.0954,,
27,job,70.0,7,10,4.0,numeric,-1.1429,-2.0,-1.0,0.3499,,
27,number_credits,30.0,3,10,1.0,numeric,1.0,1.0,1.0,0.0,,
27,other_debtors,20.0,2,10,1.0,numeric,1.5,1.0,2.0,0.5,,
27,other_installment_plans,80.0,8,10,1.0,numeric,1.875,1.0,2.0,0.3307,,
27,people_liable,40.0,4,10,1.0,numeric,1.0,1.0,1.0,0.0,,
27,present_residence,60.0,6,10,4.0,numeric,-2.0,-2.0,-2.0,0.0,,
27,property,80.0,8,10,4.0,numeric,-1.75,-3.0,-1.0,0.6614,,
27,purpose,90.0,9,10,1.0,numeric,2.1111,1.0,8.0,2.183,,
27,savings,40.0,4,10,5.0,numeric,-3.25,-4.0,-1.0,1.299,,
27,status,30.0,3,10,4.0,numeric,-2.3333,-3.0,-2.0,0.4714,,
27,telephone,30.0,3,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
28,amount,90.0,9,10,2820.0,numeric,-27.6667,-158.0,103.0,92.1653,,
28,credit_history,70.0,7,10,5.0,numeric,-2.0,-2.0,-2.0,0.0,,
28,duration,80.0,8,10,36.0,numeric,-18.625,-27.0,-12.0,6.518,,
28,employment_duration,90.0,9,10,2.0,numeric,2.2222,1.0,3.0,0.9162,,
28,foreign_worker,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
28,housing,20.0,2,10,2.0,numeric,0.0,-1.0,1.0,1.0,,
28,installment_rate,70.0,7,10,4.0,numeric,-1.8571,-3.0,-1.0,0.833,,
28,job,20.0,2,10,3.0,numeric,1.0,1.0,1.0,0.0,,
28,number_credits,80.0,8,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
28,other_debtors,20.0,2,10,1.0,numeric,1.0,1.0,1.0,0.0,,
28,other_installment_plans,20.0,2,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
28,people_liable,40.0,4,10,1.0,numeric,1.0,1.0,1.0,0.0,,
28,present_residence,50.0,5,10,4.0,numeric,-2.0,-3.0,-1.0,0.6325,,
28,property,60.0,6,10,3.0,numeric,-1.1667,-2.0,1.0,1.0672,,
28,purpose,60.0,6,10,1.0,numeric,2.0,1.0,3.0,0.8165,,
28,savings,50.0,5,10,1.0,numeric,1.6,1.0,4.0,1.2,,
28,status,90.0,9,10,2.0,numeric,1.1111,-1.0,2.0,1.1967,,
28,telephone,40.0,4,10,1.0,numeric,1.0,1.0,1.0,0.0,,
29,amount,100.0,10,10,741.0,numeric,132.9,-132.0,366.0,167.0452,,
29,credit_history,30.0,3,10,3.0,numeric,2.0,2.0,2.0,0.0,,
29,duration,30.0,3,10,12.0,numeric,0.0,-6.0,12.0,8.4853,,
29,employment_duration,100.0,10,10,1.0,numeric,2.9,2.0,4.0,0.8307,,
29,foreign_worker,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
29,housing,10.0,1,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
29,installment_rate,20.0,2,10,4.0,numeric,-2.5,-3.0,-2.0,0.5,,
29,job,30.0,3,10,3.0,numeric,-0.3333,-1.0,1.0,0.9428,,
29,number_credits,40.0,4,10,1.0,numeric,1.0,1.0,1.0,0.0,,
29,other_debtors,10.0,1,10,1.0,numeric,2.0,2.0,2.0,0.0,,
29,other_installment_plans,20.0,2,10,3.0,numeric,-1.5,-2.0,-1.0,0.5,,
29,people_liable,20.0,2,10,1.0,numeric,1.0,1.0,1.0,0.0,,
29,present_residence,80.0,8,10,3.0,numeric,-0.25,-2.0,1.0,1.299,,
29,property,80.0,8,10,2.0,numeric,0.125,-1.0,2.0,1.1659,,
29,purpose,100.0,10,10,5.0,numeric,-1.7,-4.0,2.0,1.7916,,
29,savings,90.0,9,10,2.0,numeric,0.4444,-1.0,3.0,1.7069,,
29,status,60.0,6,10,1.0,numeric,2.0,1.0,3.0,1.0,,
29,telephone,40.0,4,10,1.0,numeric,1.0,1.0,1.0,0.0,,
30,amount,100.0,10,10,1216.0,numeric,16.6,-61.0,71.0,47.6995,,
30,credit_history,90.0,9,10,5.0,numeric,-1.8889,-2.0,-1.0,0.3143,,
30,duration,90.0,9,10,24.0,numeric,-11.8889,-18.0,-2.0,5.5064,,
30,employment_duration,100.0,10,10,2.0,numeric,1.8,-1.0,3.0,1.5362,,
30,foreign_worker,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
30,housing,30.0,3,10,2.0,numeric,-0.3333,-1.0,1.0,0.9428,,
30,installment_rate,50.0,5,10,4.0,numeric,-1.6,-2.0,-1.0,0.4899,,
30,job,60.0,6,10,3.0,numeric,0.0,-1.0,1.0,1.0,,
30,number_credits,80.0,8,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
30,other_debtors,20.0,2,10,1.0,numeric,1.5,1.0,2.0,0.5,,
30,other_installment_plans,80.0,8,10,1.0,numeric,2.0,2.0,2.0,0.0,,
30,people_liable,70.0,7,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
30,present_residence,30.0,3,10,4.0,numeric,-2.0,-3.0,-1.0,0.8165,,
30,property,90.0,9,10,4.0,numeric,-2.1111,-3.0,-1.0,0.5666,,
30,purpose,90.0,9,10,4.0,numeric,1.0,-3.0,6.0,3.6818,,
30,savings,100.0,10,10,2.0,numeric,0.6,-1.0,3.0,1.9596,,
30,status,70.0,7,10,2.0,numeric,0.7143,-1.0,2.0,1.4846,,
30,telephone,50.0,5,10,1.0,numeric,1.0,1.0,1.0,0.0,,
31,amount,100.0,10,10,1778.0,numeric,-0.4,-108.0,120.0,73.7715,,
31,credit_history,100.0,10,10,1.0,numeric,2.6,2.0,4.0,0.9165,,
31,duration,90.0,9,10,15.0,numeric,-0.6667,-9.0,15.0,7.7172,,
31,employment_duration,80.0,8,10,2.0,numeric,1.125,-1.0,3.0,1.0533,,
31,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
31,housing,80.0,8,10,1.0,numeric,1.0,1.0,1.0,0.0,,
31,installment_rate,90.0,9,10,2.0,numeric,1.1111,-1.0,2.0,1.1967,,
31,job,100.0,10,10,1.0,numeric,1.7,1.0,3.0,0.6403,,
31,number_credits,70.0,7,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
31,other_debtors,10.0,1,10,1.0,numeric,2.0,2.0,2.0,0.0,,
31,other_installment_plans,10.0,1,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
31,people_liable,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
31,present_residence,90.0,9,10,1.0,numeric,1.7778,1.0,3.0,0.9162,,
31,property,40.0,4,10,1.0,numeric,1.75,1.0,2.0,0.433,,
31,purpose,90.0,9,10,1.0,numeric,3.6667,1.0,9.0,2.6667,,
31,savings,30.0,3,10,1.0,numeric,4.0,4.0,4.0,0.0,,
31,status,60.0,6,10,2.0,numeric,1.0,-1.0,2.0,1.4142,,
31,telephone,30.0,3,10,1.0,numeric,1.0,1.0,1.0,0.0,,
32,amount,100.0,10,10,1371.0,numeric,4.8,-13.0,22.0,13.4298,,
32,credit_history,20.0,2,10,3.0,numeric,0.5,-1.0,2.0,1.5,,
32,duration,80.0,8,10,24.0,numeric,-14.875,-18.0,-12.0,2.1469,,
32,employment_duration,60.0,6,10,3.0,numeric,0.5,-2.0,2.0,1.5,,
32,foreign_worker,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
32,housing,90.0,9,10,1.0,numeric,1.0,1.0,1.0,0.0,,
32,installment_rate,60.0,6,10,4.0,numeric,-1.8333,-2.0,-1.0,0.3727,,
32,job,30.0,3,10,3.0,numeric,0.3333,-1.0,1.0,0.9428,,
32,number_credits,10.0,1,10,1.0,numeric,2.0,2.0,2.0,0.0,,
32,other_debtors,10.0,1,10,1.0,numeric,2.0,2.0,2.0,0.0,,
32,other_installment_plans,30.0,3,10,3.0,numeric,-1.6667,-2.0,-1.0,0.4714,,
32,people_liable,20.0,2,10,1.0,numeric,1.0,1.0,1.0,0.0,,
32,present_residence,60.0,6,10,4.0,numeric,-1.6667,-3.0,-1.0,0.7454,,
32,property,50.0,5,10,1.0,numeric,1.6,1.0,2.0,0.4899,,
32,purpose,50.0,5,10,1.0,numeric,5.6,2.0,9.0,2.7276,,
32,savings,80.0,8,10,5.0,numeric,-4.0,-4.0,-4.0,0.0,,
32,status,50.0,5,10,1.0,numeric,2.6,1.0,3.0,0.8,,
32,telephone,60.0,6,10,1.0,numeric,1.0,1.0,1.0,0.0,,
33,amount,100.0,10,10,1442.0,numeric,-11.5,-49.0,36.0,27.1781,,
33,credit_history,90.0,9,10,2.0,numeric,1.0,-1.0,3.0,0.9428,,
33,duration,90.0,9,10,18.0,numeric,-5.2222,-9.0,6.0,4.5161,,
33,employment_duration,70.0,7,10,4.0,numeric,-1.1429,-3.0,1.0,1.1249,,
33,foreign_worker,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
33,housing,80.0,8,10,3.0,numeric,-1.125,-2.0,-1.0,0.3307,,
33,installment_rate,70.0,7,10,4.0,numeric,-1.7143,-3.0,-1.0,0.6999,,
33,job,70.0,7,10,2.0,numeric,1.1429,1.0,2.0,0.3499,,
33,number_credits,80.0,8,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
33,other_debtors,10.0,1,10,1.0,numeric,2.0,2.0,2.0,0.0,,
33,other_installment_plans,10.0,1,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
33,people_liable,100.0,10,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
33,present_residence,70.0,7,10,4.0,numeric,-2.0,-2.0,-2.0,0.0,,
33,property,80.0,8,10,4.0,numeric,-2.25,-3.0,-1.0,0.9682,,
33,purpose,70.0,7,10,1.0,numeric,5.0,3.0,8.0,2.3299,,
33,savings,40.0,4,10,1.0,numeric,2.0,1.0,4.0,1.2247,,
33,status,90.0,9,10,1.0,numeric,2.4444,1.0,3.0,0.8315,,
33,telephone,50.0,5,10,1.0,numeric,1.0,1.0,1.0,0.0,,
34,amount,100.0,10,10,7966.0,numeric,-233.4,-728.0,420.0,352.7442,,
34,credit_history,60.0,6,10,3.0,numeric,0.5,-1.0,2.0,1.118,,
34,duration,100.0,10,10,26.0,numeric,6.8,-14.0,22.0,10.2059,,
34,employment_duration,70.0,7,10,2.0,numeric,0.8571,-1.0,3.0,1.7261,,
34,foreign_worker,10.0,1,10,1.0,numeric,1.0,1.0,1.0,0.0,,
34,housing,40.0,4,10,2.0,numeric,-0.5,-1.0,1.0,0.866,,
34,installment_rate,70.0,7,10,2.0,numeric,0.7143,-1.0,2.0,1.1606,,
34,job,30.0,3,10,3.0,numeric,0.0,-2.0,1.0,1.4142,,
34,number_credits,60.0,6,10,2.0,numeric,-1.0,-1.0,-1.0,0.0,,
34,other_debtors,10.0,1,10,1.0,numeric,2.0,2.0,2.0,0.0,,
34,other_installment_plans,30.0,3,10,3.0,numeric,-2.0,-2.0,-2.0,0.0,,
34,people_liable,30.0,3,10,1.0,numeric,1.0,1.0,1.0,0.0,,
34,present_residence,90.0,9,10,3.0,numeric,-0.4444,-2.0,1.0,1.0657,,
34,property,80.0,8,10,3.0,numeric,-1.125,-2.0,1.0,0.927,,
34,purpose,70.0,7,10,2.0,numeric,3.5714,-1.0,8.0,3.3746,,
34,savings,80.0,8,10,1.0,numeric,3.625,1.0,4.0,0.9922,,
34,status,70.0,7,10,2.0,numeric,1.1429,-1.0,2.0,1.3553,,
34,telephone,50.0,5,10,1.0,numeric,1.0,1.0,1.0,0.0,,
35,amount,100.0,10,10,1264.0,numeric,14.7,-26.0,37.0,18.8788,,
35,credit_history,100.0,10,10,2.0,numeric,1.4,1.0,3.0,0.8,,
35,duration,100.0,10,10,15.0,numeric,-1.9,-9.0,9.0,5.9405,,
35,employment_duration,70.0,7,10,3.0,numeric,1.1429,-2.0,2.0,1.3553,,
35,foreign_worker,30.0,3,10,1.0,numeric,1.0,1.0,1.0,0.0,,
35,housing,80.0,8,10,1.0,numeric,1.0,1.0,1.0,0.0,,
35,installment_rate,80.0,8,10,2.0,numeric,1.5,-1.0,2.0,1.0,,
35,job,60.0,6,10,3.0,numeric,-0.8333,-2.0,1.0,0.8975,,
35,number_credits,20.0,2,10,1.0,numeric,1.5,1.0,2.0,0.5,,
35,other_debtors,40.0,4,10,1.0,numeric,1.75,1.0,2.0,0.433,,
35,other_installment_plans,0.0,0,10,3.0,categorical,,,,,{},
35,people_liable,30.0,3,10,1.0,numeric,1.0,1.0,1.0,0.0,,
35,present_residence,80.0,8,10,2.0,numeric,0.875,-1.0,2.0,1.4524,,
35,property,50.0,5,10,2.0,numeric,-0.6,-1.0,1.0,0.8,,
35,purpose,70.0,7,10,1.0,numeric,4.1429,2.0,8.0,2.3561,,
35,savings,90.0,9,10,2.0,numeric,0.7778,-1.0,3.0,1.9876,,
35,status,90.0,9,10,2.0,numeric,0.5556,-1.0,2.0,1.4229,,
35,telephone,30.0,3,10,1.0,numeric,1.0,1.0,1.0,0.0,,
36,amount,90.0,9,10,2121.0,numeric,-28.7778,-196.0,158.0,118.7395,,
36,credit_history,60.0,6,10,5.0,numeric,-1.8333,-2.0,-1.0,0.3727,,
36,duration,70.0,7,10,12.0,numeric,9.8571,-3.0,18.0,6.1512,,
36,employment_duration,40.0,4,10,3.0,numeric,1.0,-1.0,2.0,1.2247,,
36,foreign_worker,0.0,0,10,1.0,categorical,,,,,{},
36,housing,20.0,2,10,2.0,numeric,0.0,-1.0,1.0,1.0,,
36,installment_rate,40.0,4,10,4.0,numeric,-2.25,-3.0,-2.0,0.433,,
36,job,20.0,2,10,3.0,numeric,-1.0,-1.0,-1.0,0.0,,
36,number_credits,70.0,7,10,2.0,numeric,-0.7143,-1.0,1.0,0.6999,,
36,other_debtors,0.0,0,10,1.0,categorical,,,,,{},
36,other_installment_plans,0.0,0,10,3.0,categorical,,,,,{},
36,people_liable,30.0,3,10,1.0,numeric,1.0,1.0,1.0,0.0,,
36,present_residence,60.0,6,10,2.0,numeric,1.5,-1.0,2.0,1.118,,
36,property,80.0,8,10,2.0,numeric,-0.125,-1.0,2.0,1.1659,,
36,purpose,80.0,8,10,1.0,numeric,3.125,1.0,8.0,1.9645,,
36,savings,30.0,3,10,1.0,numeric,4.0,4.0,4.0,0.0,,
