instance_index,original_test_index,predicted_probability,SHAP_decile1,SHAP_decile3,SHAP_fam_inc,SHAP_lsat,SHAP_ugpa,SHAP_gender,SHAP_race1,SHAP_fulltime
136,20049,0.72,6.845218836204481e-15,1.008915173628111e-14,5.983928630381996e-15,7.348288644237755e-15,3.818234790842201e-15,5.594483210025203e-17,5.419276138951545e-15,1.1058862159352145e-16
137,11226,0.45,7.733397255904606e-15,8.708311849403572e-15,6.050715484207103e-15,6.5503158452884236e-15,4.270889197854899e-15,3.365363543395006e-16,4.192826641435943e-15,1.394717674685353e-15
138,4716,0.46,7.011752289898254e-15,8.784639682346551e-15,7.0013439490423934e-15,7.764622278472189e-15,4.277828091758806e-15,2.992397996059992e-16,4.336808689942018e-15,2.259477327459791e-16
139,2233,0.46,8.31279489688086e-15,9.006684287271582e-15,5.571931804837504e-15,7.41073868937292e-15,4.9057979900624105e-15,2.5153490401663703e-16,4.111294638065033e-15,8.552186736565659e-16
140,16416,0.51,8.3696070907191e-15,6.800116025829084e-15,5.991734886023892e-15,6.83481049534862e-15,4.884981308350689e-15,2.7755575615628914e-17,3.856290287096442e-15,1.4243706041028315e-16
141,16701,0.53,7.244205235679146e-15,8.104628079763643e-15,5.963979310408263e-15,8.385653282871885e-15,3.851086116668512e-15,4.111294638065033e-16,5.22672183311812e-15,1.8301332671555315e-16
142,9940,0.55,8.108097526715596e-15,8.576472865229334e-15,6.4791921827733745e-15,6.935424456955275e-15,4.496403249731884e-15,1.43982048506075e-16,3.9109340765897116e-15,1.2576745200831851e-16
143,20370,0.6,7.244205235679146e-15,8.56259507742152e-15,6.250208683944436e-15,7.65533469948565e-15,4.44956571588051e-15,1.3010426069826053e-16,3.656797087359109e-15,2.246466901389965e-16
144,13790,0.52,6.985731437758602e-15,9.29638310775971e-15,5.641320743876577e-15,6.022959908591474e-15,3.670674875166924e-15,6.29704621779581e-16,4.100886297209172e-15,2.463307335887066e-16
145,13853,0.47,9.478529072737274e-15,1.0227929614359255e-14,5.455705331947058e-15,7.056855100273651e-15,3.5388358909926865e-15,-1.734723475976807e-17,4.31946145518225e-15,9.593020822151743e-16
146,16248,0.7082649850239497,7.605027718682322e-15,8.68749516769185e-15,6.25888230132432e-15,7.112366251504909e-15,4.887583393564654e-15,2.7755575615628914e-16,4.1709257575517356e-15,1.793812494377267e-16
147,19970,0.5188660424698611,8.618106228652778e-15,6.411537967210279e-15,6.404599073306372e-15,5.23192600354605e-15,4.354155924701786e-15,2.888314587501384e-16,3.854555563620465e-15,2.2898349882893854e-16
148,14354,0.52,9.586949289985824e-15,9.96425164601078e-15,6.132247487578013e-15,5.641320743876577e-15,4.163336342344337e-15,-1.6740081543176188e-16,4.2309905579074325e-15,2.0643209364124004e-16
149,7583,0.64,8.18789480661053e-15,9.461181837977506e-15,6.189493362285248e-15,7.93809462606987e-15,3.845014584502593e-15,-4.163336342344337e-17,5.637851296924623e-15,1.9487178797711335e-16
150,11449,0.59,7.66053886991358e-15,9.442099879741761e-15,4.812122922359663e-15,6.2727600891321345e-15,2.896988204881268e-15,1.5352302762394743e-16,4.801714581503802e-15,9.944302326037047e-16
151,15910,0.5527502201990087,7.445433158892456e-15,6.480926906249351e-15,6.1140328910802566e-15,7.66053886991358e-15,4.678549214709449e-15,4.423544863740858e-16,4.077901211152479e-15,1.9081958235744878e-16
152,12841,0.41,7.78543896018391e-15,9.783840404509192e-15,6.2155142144249e-15,7.854827899222983e-15,5.551115123125783e-15,5.447031714567174e-16,3.823330541052883e-15,1.1188966420050406e-16
153,11141,0.8972270165111986,7.625844400394044e-15,8.118505867571457e-15,5.9319953463199404e-15,7.93809462606987e-15,4.121702978920894e-15,1.3010426069826053e-16,5.655198531684391e-15,2.1076890233118206e-16
154,18058,0.68,8.083811398051921e-15,7.854827899222983e-15,6.387251838546604e-15,7.415726019366353e-15,4.534567166203374e-15,1.0408340855860843e-17,4.954370247389761e-15,2.914335439641036e-16
155,18038,0.82,6.7671562797855245e-15,6.702971511174383e-15,5.9264930202945765e-15,7.140121827120538e-15,4.017619570362285e-15,1.0061396160665481e-16,5.585809592645319e-15,1.6566609195578508e-16
156,5545,0.78,6.91634249871953e-15,9.46465128492946e-15,5.80785419757035e-15,7.098488463697095e-15,3.5926123187479675e-15,1.222980050563649e-16,4.0870085094013575e-15,1.7146657357858253e-16
157,19309,0.51,7.74727504371242e-15,1.1414697312361888e-14,6.186023915333294e-15,5.88418203051333e-15,3.101685575046531e-15,6.938893903907228e-17,3.980323015628784e-15,1.4051260155412137e-16
158,17768,0.46,7.659237827306598e-15,1.3426759704060487e-14,6.278831621298053e-15,5.564992910933597e-15,3.0062757838678067e-15,-8.200905232680356e-16,3.8632291810003494e-15,1.734723475976807e-16
159,596,0.6493989425540886,7.570333249162786e-15,9.46465128492946e-15,5.830405602758049e-15,6.356026815979021e-15,2.6645352591003757e-15,1.249000902703301e-16,5.156248691906562e-15,1.43982048506075e-16
160,9401,0.5988660424698611,6.913740413505565e-15,8.867906409193438e-15,5.954004650421396e-15,8.423817199343375e-15,4.427014310692812e-15,3.5735303605122226e-16,5.280498260873401e-15,8.847089727481716e-17
161,14032,0.44,7.030834248133999e-15,9.145462165349727e-15,5.339478859056612e-15,7.20951076615961e-15,3.5388358909926865e-15,2.1640675362810669e-16,5.129685738680667e-15,3.5388358909926865e-16
162,2654,0.57,7.153999614928352e-15,8.423817199343375e-15,6.404599073306372e-15,7.532169332691296e-15,5.6343818499726694e-15,1.3877787807814457e-17,3.3757718842508666e-15,1.6425662913155392e-16
163,14738,0.5993989425540888,7.799316747991725e-15,8.618106228652778e-15,5.585809592645319e-15,7.580741590018647e-15,4.2396641752873165e-15,-1.1796119636642288e-16,4.823398624953512e-15,1.5959455978986625e-16
164,17673,0.7462557460465026,8.36136715420821e-15,8.659739592076221e-15,6.46011022453763e-15,7.591149930874508e-15,4.500740058421826e-15,4.996003610813204e-16,4.1774309705866486e-15,1.3530843112619095e-16
165,11398,0.48,9.034439862887211e-15,1.1352030426792226e-14,5.6239735091168086e-15,5.676015213396113e-15,4.322930902134203e-15,1.0061396160665481e-16,3.767385708952631e-15,6.375108774214766e-17
166,17730,0.45,9.419548474554063e-15,9.235667786100521e-15,5.5250942709861306e-15,6.88641851875893e-15,3.3931191190106347e-15,8.456776945386935e-17,3.643786661289283e-15,1.0373646386341306e-15
167,10768,0.5,7.077671781985373e-15,9.742207041085749e-15,5.1937620870745604e-15,7.265021917390868e-15,3.1780134079895106e-15,1.0842021724855044e-16,5.530298441414061e-15,1.0928757898653885e-16
168,15696,0.76,6.886852199627924e-15,9.194034422677078e-15,5.578870698741412e-15,7.327471962526033e-15,3.3931191190106347e-15,2.914335439641036e-16,4.746203430272544e-15,8.500145032286355e-16
169,12790,0.6579630647466197,7.799316747991725e-15,8.1601392309949e-15,6.50868248186498e-15,7.605027718682322e-15,2.858824288409778e-15,2.875304161431558e-16,4.336808689942018e-15,1.981921571303502e-16
170,18219,0.47,7.674416657721395e-15,7.979727989493313e-15,4.871103520542874e-15,7.781969513231957e-15,3.028827189055505e-15,8.651933336434325e-17,4.9231452248221785e-15,1.0200174038743626e-15
171,5061,0.4988660424698611,6.712512490292255e-15,1.0581813203458523e-14,5.898059818321144e-15,8.174017018802715e-15,3.802513859341161e-15,4.787836793695988e-16,4.746203430272544e-15,2.6020852139652106e-17
172,20224,0.5962201297335445,7.32400251557408e-15,7.507883204027621e-15,6.7584826624056404e-15,7.532169332691296e-15,4.487729632352e-15,1.0408340855860843e-16,5.342948306008566e-15,9.280770596475918e-17
173,17185,0.4495911026766997,7.61196661258623e-15,7.771561172376096e-15,6.418476861114186e-15,7.44890260584441e-15,4.1494585545365226e-15,2.949029909160572e-17,4.839878497975292e-15,1.214306433183765e-16
174,4920,0.46,7.382983113757291e-15,1.0151601781416275e-14,6.016021014687567e-15,6.716849298982197e-15,3.816391647148976e-15,-1.1275702593849246e-17,5.821731985378165e-15,-5.204170427930421e-18
175,18481,0.69,8.847089727481716e-15,8.604228440844963e-15,5.0133508455729725e-15,6.1825544683813405e-15,4.173744683200198e-15,4.0766001685454967e-17,5.641320743876577e-15,1.4051260155412137e-16
176,3870,0.5293459222011282,8.569533971325427e-15,6.702971511174383e-15,6.054184931159057e-15,7.674416657721395e-15,5.3915205633359164e-15,4.44956571588051e-16,4.021082241050661e-15,1.5135462327897642e-16
177,2197,0.61,8.924284922162684e-15,1.2333883914195098e-14,6.068062718966871e-15,5.511216483178316e-15,2.5743296383495817e-15,-1.8735013540549517e-16,4.037135209467024e-15,-1.3010426069826053e-17
178,17928,0.41,7.61717078301416e-15,1.0311196341206141e-14,6.2901073238919025e-15,8.971989817752046e-15,5.3637649877202875e-15,5.186823193170653e-16,3.0704605524789486e-15,1.6588293239028218e-16
179,10428,0.52,7.061191908963593e-15,1.04638520070921e-14,5.870304242705515e-15,5.384581669432009e-15,3.95516952522712e-15,2.0209528495129803e-16,5.2926413252052384e-15,1.8735013540549517e-16
180,20322,0.8,6.7584826624056404e-15,7.979727989493313e-15,5.758848259374005e-15,7.235965299168257e-15,4.097416850257218e-15,1.6306400674181987e-16,5.35682609381638e-15,1.938553484404082e-16
181,16377,0.49,7.185224637495935e-15,9.804657086220914e-15,5.710709682915649e-15,7.45931094670027e-15,4.690692279041286e-15,2.177077962350893e-16,5.870304242705515e-15,1.457167719820518e-16
182,5068,0.4566155251141552,7.320533068622126e-15,1.4835355166553654e-14,5.991734886023892e-15,6.248473960468459e-15,5.197231534026514e-15,4.128641872824801e-16,3.4104663537704027e-15,1.299416303723877e-16
183,3637,0.4063992121601195,8.177486465754669e-15,6.6058269965196814e-15,6.3629657098829284e-15,6.63358257213531e-15,5.80785419757035e-15,3.9898639947466563e-16,4.045375145977914e-15,1.1188966420050406e-16
184,4053,0.73,7.441963711940502e-15,7.577272143066693e-15,5.9847959921199845e-15,7.173081573164097e-15,4.558853294867049e-15,1.6306400674181987e-16,4.966946992590593e-15,2.424276057677588e-16
185,14424,0.6282649850239498,6.720318745934151e-15,7.466249840604178e-15,5.447031714567174e-15,7.577272143066693e-15,4.350686477749832e-15,2.896988204881268e-16,4.381911500317415e-15,1.2576745200831851e-16
186,20102,0.65,6.918077222195507e-15,9.190564975725124e-15,5.27008992001754e-15,7.279767066936671e-15,4.3211961786582265e-15,1.1709383462843448e-16,5.266620473065586e-15,1.3704315460216776e-16
187,14551,0.54,7.677886104673348e-15,1.1574075031717257e-14,5.442694905877232e-15,8.625045122556685e-15,3.7192471324942744e-15,2.1510571102112408e-16,4.163336342344337e-15,1.2698175844150228e-15
188,18252,0.4879630647466197,7.341349750333848e-15,9.769962616701378e-15,6.9735883734267645e-15,7.941564073021823e-15,4.7531423241764514e-15,2.6107588313450947e-16,3.606490106555782e-15,1.6837659738699884e-16
189,19693,0.5,7.653599976009673e-15,7.827072323607354e-15,6.088879400678593e-15,6.855627177060342e-15,4.4374226515486725e-15,1.7694179454963432e-16,3.1988300897012323e-15,2.0296264668928643e-16
190,10097,0.66,7.445433158892456e-15,8.18789480661053e-15,5.8945903713691905e-15,8.583411759133242e-15,3.802513859341161e-15,1.5265566588595902e-16,5.224987109642143e-15,1.8908485888147197e-16
191,19625,0.4796580675053824,8.965050923848139e-15,8.271161533457416e-15,4.954370247389761e-15,7.750744490664374e-15,4.692047531756893e-15,3.5388358909926865e-16,4.244868345715247e-15,2.975050761300224e-16
192,10954,0.95,8.056055822436292e-15,7.729927808952652e-15,6.0064800355696946e-15,6.647460359943125e-15,3.812922200197022e-15,1.0842021724855044e-17,4.971717482149529e-15,1.9255430583342559e-16
193,19072,0.4454661694197878,7.029099524658022e-15,6.439293542825908e-15,6.415874775900221e-15,7.618905506490137e-15,2.0816681711721685e-15,1.8388068845354155e-16,4.2526746013571426e-15,1.721713049906981e-16
194,2680,0.68,7.438494264988549e-15,8.104628079763643e-15,6.0622080272354495e-15,8.205242041370298e-15,4.711508960753008e-15,2.5500435096859064e-16,3.4824573780234402e-15,1.6794291651800464e-16
195,5962,0.43,7.882583474838611e-15,9.797718192317006e-15,6.036837696399289e-15,4.746203430272544e-15,2.105954299835844e-15,-4.111294638065033e-16,4.038436252074007e-15,3.144186300207963e-17
196,12776,0.4,8.278100427361323e-15,8.743006318923108e-15,7.022160630754115e-15,7.764622278472189e-15,4.121702978920894e-15,8.586881206085195e-17,5.302182304323111e-15,3.191891195797325e-16
197,14222,0.44,6.7133798520302435e-15,6.966649479522857e-15,6.1825544683813405e-15,7.008282842946301e-15,5.2735593669694936e-15,1.0755285551056204e-16,3.524958103184872e-15,1.9949319973733282e-16
198,5056,0.5850206485096059,8.049116928532385e-15,1.021405182655144e-14,6.069797442442848e-15,7.667477763817487e-15,4.9057979900624105e-15,1.5872719805187785e-16,3.7539416020138106e-15,2.0816681711721685e-16
199,311,0.6047085251612626,6.751543768501733e-15,9.06219543850284e-15,6.353424730765056e-15,6.841749389252527e-15,4.867634073590921e-15,5.447031714567174e-16,4.53109771925142e-15,1.732555071631836e-16
200,248,0.4,9.145462165349727e-15,9.46465128492946e-15,6.224187831804784e-15,8.507083926190262e-15,5.55805401702969e-15,2.912167035296065e-16,4.163336342344337e-15,8.118505867571457e-16
201,16225,0.44,7.0013439490423934e-15,9.658940314238862e-15,6.0923488476305465e-15,8.208711488322251e-15,4.08006961549745e-15,-3.191891195797325e-16,5.134456228239603e-15,1.5352302762394743e-16
202,6813,0.4787978851081773,7.431555371084642e-15,9.353628982466944e-15,6.069797442442848e-15,6.869504964868156e-15,3.760880495917718e-15,2.177077962350893e-16,3.856290287096442e-15,2.3245294578089215e-16
203,8150,0.6893989425540886,7.917277944358148e-15,9.686695889854491e-15,5.852957007945747e-15,6.3976601794024646e-15,3.1363800445660672e-15,2.3592239273284576e-16,5.0306980803327406e-15,1.717376241217039e-16
204,2031,0.52,7.306655280814311e-15,1.1394964832822652e-14,5.906733435701028e-15,6.925016116099414e-15,4.0696612746415894e-15,-2.3592239273284576e-16,4.005910186899442e-15,2.5457067009959644e-16
205,7238,0.47,7.058251010570726e-15,7.244205235679146e-15,6.314393452555578e-15,7.913808497406194e-15,4.975186929101483e-15,8.326672684688674e-17,3.5197539327569416e-15,3.217912047936977e-16
206,6240,0.6,7.310124727766265e-15,1.1463052729254741e-14,5.8234667088541414e-15,7.407269242420966e-15,5.065392549852277e-15,8.546223624616989e-17,4.187622471008012e-15,8.500145032286355e-17
207,16222,0.5172270165111987,7.07940650546135e-15,1.004057947895376e-14,5.3464177529605195e-15,9.284240043427872e-15,5.093148125467906e-15,1.3617579286417936e-16,4.9057979900624105e-15,2.0903417885520525e-16
208,10694,0.85,7.882583474838611e-15,7.216449660063518e-15,6.39202232810554e-15,8.347489366400396e-15,4.413136522884997e-15,3.0184188481996443e-16,4.23489368572838e-15,1.586187778346293e-16
209,10841,0.7287978851081773,9.110767695830191e-15,9.298117831235686e-15,6.690828446842545e-15,6.426283116756082e-15,4.333339242990064e-15,6.314393452555578e-16,4.40695657050183e-15,1.8735013540549517e-16
210,16291,0.63,6.265821195228227e-15,1.04638520070921e-14,5.9440299904345295e-15,7.129713486264677e-15,4.045375145977914e-15,4.0245584642661925e-16,5.342948306008566e-15,1.3444106938820255e-16
211,9741,0.45,7.195632978351796e-15,9.908740494779522e-15,5.821731985378165e-15,7.49747486317176e-15,3.854555563620465e-15,1.93421667571414e-16,5.035902250760671e-15,2.1076890233118206e-16
212,5753,0.47,7.813194535799539e-15,8.867906409193438e-15,6.321332346459485e-15,6.043776590303196e-15,4.378442053365461e-15,1.5265566588595902e-16,3.6290415117434804e-15,4.5102810375396984e-17
213,20391,0.8,7.29624693995845e-15,7.244205235679146e-15,5.348152476436496e-15,7.473188734508085e-15,3.622102617839573e-15,-4.85722573273506e-17,4.669875597329565e-15,1.1258355359089478e-15
214,14639,0.41,7.077671781985373e-15,1.0352829704629585e-14,5.996505375582828e-15,7.48099499014998e-15,4.468647674116255e-15,9.71445146547012e-17,5.106158551537732e-15,1.3444106938820255e-16
215,19223,0.54,7.289308046054543e-15,1.0061396160665481e-14,5.783568068906675e-15,6.661338147750939e-15,2.67841304690819e-15,1.4007892068512717e-16,5.035902250760671e-15,1.3097162243624894e-16
216,12928,0.41,6.890321646579878e-15,1.05835479269345e-14,6.251943407420413e-15,6.140921104957897e-15,4.902328543110457e-15,1.2663481374630692e-16,4.554516486177107e-15,2.5131806358213993e-16
217,18299,0.5579630647466197,7.35089072945172e-15,8.631984016460592e-15,5.825201432330118e-15,8.479328350574633e-15,4.075732806807508e-15,1.0061396160665481e-16,4.225786387479502e-15,1.227316859253591e-16
218,14152,0.546189230086283,7.388187284185221e-15,7.0915495697931874e-15,6.143089509302868e-15,6.675215935558754e-15,4.08006961549745e-15,3.441257695468991e-16,3.894454203567932e-15,2.697495005143935e-16
219,14108,0.4695911026766997,7.150530167976399e-15,7.743805596760467e-15,5.847752837517817e-15,8.076872504148014e-15,3.86843335142828e-15,5.39499001028787e-16,5.2475385148298415e-15,-1.3877787807814457e-17
220,2455,0.49,8.229528170033973e-15,7.452372052796363e-15,6.040307143351242e-15,8.375244942016025e-15,4.191091917959966e-15,1.0625181290357943e-16,5.127842594987442e-15,2.0426368929626904e-16
221,2987,0.54381208123102,8.533972140067903e-15,1.0231399061311208e-14,6.38378239159465e-15,5.953570969552402e-15,4.3021142204224816e-15,2.498001805406602e-16,4.283032262186737e-15,5.854691731421724e-17
222,7476,0.63,7.868705687030797e-15,9.376180387654642e-15,5.4452969910911975e-15,7.514822097931528e-15,4.021089017314239e-15,1.8041124150158794e-16,3.967312589558958e-15,1.1934897514720433e-15
223,10629,0.66,8.090750291955828e-15,7.91033905045424e-15,5.899794541797121e-15,7.748142405450409e-15,3.694961003830599e-15,9.80118763926896e-17,5.1486592766991635e-15,1.844227895397843e-16
224,17096,0.558866042469861,7.727325723738687e-15,7.951972413877684e-15,6.859096624012295e-15,8.125444761475364e-15,4.427014310692812e-15,2.654126918244515e-16,3.4677122284776374e-15,1.0104764247564901e-16
225,20227,0.4577320849397222,7.86176679312689e-15,5.9674487573602164e-15,6.186023915333294e-15,6.5780714209040525e-15,4.350686477749832e-15,-5.898059818321144e-17,3.785166624581393e-15,1.3801893655740471e-16
226,9844,0.53,7.175683658378063e-15,9.553122182204277e-15,5.790506962810582e-15,7.008282842946301e-15,4.704570066849101e-15,2.7842311789427754e-16,5.23192600354605e-15,9.974659986866641e-17
227,7534,0.63,7.19910242530375e-15,1.0449974219284286e-14,6.196432256189155e-15,5.925815393936773e-15,3.718379770756286e-15,3.191891195797325e-16,4.773959005888173e-15,2.19225679276569e-16
228,9945,0.6991324141310246,7.480127628411992e-15,9.089951014118469e-15,5.847752837517817e-15,6.6405214660392176e-15,4.119968255444917e-15,4.458239333260394e-16,4.2266537492174905e-15,1.8821749714348357e-16
229,15320,0.5527502201990087,7.445433158892456e-15,6.480926906249351e-15,6.1140328910802566e-15,7.66053886991358e-15,4.678549214709449e-15,4.423544863740858e-16,4.077901211152479e-15,1.9081958235744878e-16
230,7908,0.64,7.847889005319075e-15,7.716050021144838e-15,5.980892864299037e-15,7.65013052905772e-15,3.247402347028583e-15,1.0321604682062002e-16,5.342948306008566e-15,1.964574336543734e-16
231,3975,0.46,7.188694084447889e-15,1.116468029138673e-14,6.136801136702452e-15,6.893791093531831e-15,4.649058915617843e-15,3.712308238590367e-16,3.6333783204334225e-15,1.0234868508263162e-16
232,16991,0.44,7.042977312465837e-15,8.68749516769185e-15,6.0298988024953815e-15,7.537373503119227e-15,3.6012859361278515e-15,7.253312533928025e-17,5.033950686850197e-15,1.8301332671555315e-16
233,5792,0.72,6.646592998205136e-15,1.0396197791529005e-14,5.809588921046327e-15,8.951173136040325e-15,4.045375145977914e-15,1.196959198423997e-16,5.592748486549226e-15,1.8821749714348357e-16
234,10856,0.56,8.869641132669415e-15,1.3164816459187989e-14,5.869436880967527e-15,5.511216483178316e-15,3.726186026398182e-15,-5.568462357885551e-16,4.196296088387896e-15,1.227316859253591e-16
235,13560,0.46,8.045647481580431e-15,7.549516567451064e-15,5.607493636095029e-15,7.91033905045424e-15,4.343747583845925e-15,3.4770363671610127e-16,4.116498808492963e-15,8.74734312761305e-16
236,15857,0.4979630647466198,8.028300246820663e-15,6.3976601794024646e-15,5.891120924417237e-15,5.2735593669694936e-15,4.0696612746415894e-15,2.402592014227878e-16,5.341213582532589e-15,1.8908485888147197e-16
237,14461,0.52,7.601558271730369e-15,6.6058269965196814e-15,6.491335247105212e-15,6.078471059822732e-15,4.81906181626357e-15,2.0296264668928643e-16,3.6012859361278515e-15,2.745199900733297e-16
238,16771,0.64,8.444633881055097e-15,9.908740494779522e-15,6.280783185208527e-15,7.376044219853384e-15,5.43315392675936e-15,2.671474153004283e-16,4.1965129288223935e-15,2.42861286636753e-16
239,1413,0.66,8.056055822436292e-15,9.270362255620057e-15,6.232861449184668e-15,7.798449386253736e-15,4.822531263215524e-15,8.239936510889834e-17,3.602370138300337e-15,1.4522888100443332e-16
240,3854,0.4484571451465608,8.881784197001252e-15,7.979727989493313e-15,6.349955283813102e-15,6.473988012345444e-15,5.7870375158586285e-15,-1.95590071916385e-16,3.5405706144686633e-15,1.6978606021123e-16
241,18596,0.84,7.431555371084642e-15,7.993605777301127e-15,5.311723283440983e-15,9.006684287271582e-15,3.878841692284141e-15,-3.7816971776294395e-16,5.290906601729262e-15,1.968911145233676e-16
242,11523,0.7888660424698611,7.389922007661198e-15,7.674416657721395e-15,7.13318293321663e-15,7.244205235679146e-15,4.624772786954168e-15,5.100087019371813e-16,4.201717099250324e-15,2.5326962749261384e-16
243,10469,0.43,8.895661984809067e-15,1.5286383270307624e-14,5.582340145693365e-15,4.8606951796870135e-15,2.5240226575462543e-15,9.71445146547012e-17,4.030629996432111e-15,1.0465261469916332e-16
244,14661,0.64,7.625844400394044e-15,1.0075273948473296e-14,5.734128449841336e-15,7.750744490664374e-15,5.259681579161679e-15,2.480654570646834e-16,5.146924553223187e-15,2.9967348047499343e-16
245,2235,0.5025806993905282,7.875644580934704e-15,5.440092820663267e-15,6.439293542825908e-15,7.344819197285801e-15,3.677613769070831e-15,1.0477729794899915e-15,4.088743232877334e-15,2.7712207528729493e-16
246,19052,0.4,6.6856242764146145e-15,8.604228440844963e-15,6.160003063193642e-15,8.243405957841787e-15,2.4702462297909733e-15,1.1600963245594897e-16,5.2111093218343285e-15,6.158268339717665e-17
247,16107,0.6247672920135416,8.083811398051921e-15,8.548717289613705e-15,6.087144677202616e-15,7.351758091189708e-15,3.774758283725532e-15,1.472346550235315e-16,4.8433479449272454e-15,1.8518173106052416e-16
248,19878,0.5,8.604228440844963e-15,7.258083023486961e-15,6.529499163576702e-15,4.649058915617843e-15,4.6629367034256575e-15,4.614364446098307e-16,4.485127547138035e-15,3.0270924655795284e-16
249,11397,0.5392143311426755,8.416878305439468e-15,1.0984269049885143e-14,6.196432256189155e-15,7.56859852568681e-15,6.106226635438361e-15,1.448494102440634e-16,3.681083216022785e-15,3.86843335142828e-16
250,20421,0.88,6.6405214660392176e-15,8.340550472496489e-15,5.8963793049537916e-15,8.153200337090993e-15,3.941291737419306e-15,7.632783294297951e-17,5.332539965152705e-15,2.42861286636753e-16
251,8010,0.61,7.212112851373575e-15,7.854827899222983e-15,6.180819744905364e-15,9.221789998292707e-15,4.218847493575595e-15,1.3791051634015616e-16,3.4503649937178693e-15,1.5851035761738075e-16
252,20108,0.44,5.898059818321144e-15,8.215650382226158e-15,5.259681579161679e-15,6.813993813636898e-15,2.0261570199409107e-15,-8.239936510889834e-17,4.826000710167477e-15,8.031769693772617e-16
253,15981,0.5188660424698611,7.480127628411992e-15,8.68749516769185e-15,6.186023915333294e-15,7.41594285980085e-15,4.461708780212348e-15,1.448494102440634e-16,4.9509008004378074e-15,1.240327285323417e-16
254,17110,0.67,8.81239525796218e-15,8.659739592076221e-15,6.293143089974862e-15,7.119305145408816e-15,4.440892098500626e-15,7.632783294297951e-17,4.130810277169772e-15,1.2809848667916235e-16
255,13313,0.42,7.28583859910259e-15,1.1150802503578916e-14,5.6066262743570405e-15,7.657069422961627e-15,1.790234627208065e-15,1.734723475976807e-17,5.10702591327572e-15,5.204170427930421e-18
256,19906,0.568866042469861,9.034439862887211e-15,8.534839501805891e-15,6.203371150093062e-15,6.95971058561895e-15,5.502542865798432e-15,4.0852737859253807e-16,3.885780586188048e-15,2.2898349882893854e-16
257,7770,0.6977320849397222,6.8035854727810374e-15,9.825473767932635e-15,6.039439781613254e-15,7.382983113757291e-15,4.064457104213659e-15,2.0816681711721685e-17,4.902328543110457e-15,1.487525380650112e-16
258,1951,0.4840611740991736,7.355227538141662e-15,6.744604874597826e-15,6.741135427645872e-15,6.647460359943125e-15,3.712308238590367e-15,4.458239333260394e-16,4.234026323990392e-15,7.45931094670027e-17
259,5919,0.47,8.902600878712974e-15,9.076073226310655e-15,5.9674487573602164e-15,6.647460359943125e-15,3.608224830031759e-15,7.892991815694472e-17,5.415806691999592e-15,1.0755285551056204e-16
260,20373,0.46,7.748142405450409e-15,8.1601392309949e-15,6.1556662545037e-15,7.174816296640074e-15,5.8772431366094224e-15,2.203098814490545e-16,4.0783348920214735e-15,2.0946785972419946e-16
261,6691,0.51,7.799316747991725e-15,8.770761894538737e-15,7.216449660063518e-15,7.63365065603594e-15,5.336009412104659e-15,8.049116928532385e-16,3.8849132244500595e-15,1.704365815147213e-16
262,17548,0.6926911863906432,7.670947210769441e-15,8.18789480661053e-15,6.271892727394146e-15,7.032568971609976e-15,4.6629367034256575e-15,2.5847379792054426e-16,4.040550446310354e-15,2.0773313624822265e-16
263,14477,0.41,7.61196661258623e-15,9.228728892196614e-15,5.54626331840391e-15,7.445433158892456e-15,4.257011410047085e-15,3.5388358909926865e-16,3.7365943672540425e-15,6.522560269672795e-16
264,20073,0.6,7.032568971609976e-15,9.38832345198648e-15,5.300447580847134e-15,6.855627177060342e-15,3.3115871156397247e-15,3.5561831257524545e-17,4.232725281383409e-15,1.0928757898653885e-15
265,7520,0.51,6.881648029199994e-15,1.0220990720455347e-14,6.071532165918825e-15,7.098488463697095e-15,4.019354293838262e-15,1.2836953722228372e-16,5.443562267615221e-15,2.636779683484747e-16
266,9742,0.43,7.407269242420966e-15,1.0318135235110049e-14,5.80785419757035e-15,6.939761265645217e-15,3.642919299551295e-15,3.608224830031759e-16,5.002942504717112e-15,2.0903417885520525e-16
267,9861,0.43,7.341349750333848e-15,9.951241219940954e-15,5.8668347957535616e-15,3.70536934468646e-15,2.4598378889351125e-15,-2.740863092043355e-16,5.117434254131581e-15,2.1510571102112408e-16
268,5773,0.5071773958892952,6.70991040507829e-15,1.0061396160665481e-14,5.9570404165043556e-15,7.741203511546502e-15,4.614364446098307e-15,2.393918396847994e-16,4.8867160318266656e-15,2.194425197110661e-16
269,11129,0.4,7.19910242530375e-15,9.089951014118469e-15,5.86770215749155e-15,8.18789480661053e-15,4.565792188770956e-15,1.708702623837155e-16,5.584074869169342e-15,2.246466901389965e-16
270,14896,0.4,7.446300520630444e-15,9.464868125363957e-15,5.825201432330118e-15,7.919012667834124e-15,6.085409953726639e-15,1.5994150448506161e-15,3.828534711480813e-15,1.708702623837155e-16
271,14348,0.63,7.267190321735839e-15,1.1074474670635936e-14,5.480994347620283e-15,7.984932159921243e-15,3.8805764157601175e-15,2.362476533845914e-16,3.5214886562329184e-15,8.916478666520788e-16
272,2985,0.66,8.558258268731578e-15,1.2146533778789603e-14,6.251943407420413e-15,4.6802839381854255e-15,3.4226094181022404e-15,5.48172618408671e-16,4.14663962888806e-15,-6.700369425960417e-17
