instance_index,original_test_index,CF_number,distance_to_original,decile1,decile3,fam_inc,lsat,ugpa,fulltime
119,16981,3,1.1874342087037917,1.0,1.0,2.0,27.0,2.6,1.0
120,14512,1,1.0440306508910548,6.0,4.0,3.0,32.0,3.0,1.0
120,14512,2,1.0770329614269007,6.0,4.0,4.0,33.0,3.1,1.0
120,14512,3,1.0770329614269007,5.0,4.0,4.0,32.0,3.1,1.0
121,13564,1,0.0,4.0,3.0,3.0,27.0,3.7,1.0
121,13564,2,1.019803902718557,4.0,3.0,3.0,28.0,3.5,1.0
121,13564,3,1.077032961426901,4.0,3.0,3.0,26.0,3.3,1.0
122,9249,1,0.0,1.0,1.0,3.0,29.5,3.6,1.0
122,9249,2,0.5099019513592785,1.0,1.0,3.0,30.0,3.5,1.0
122,9249,3,1.004987562112089,1.0,1.0,4.0,29.5,3.7,1.0
123,17787,1,0.0,1.0,1.0,5.0,39.5,3.0,1.0
123,17787,2,1.1357816691600546,1.0,2.0,5.0,39.0,3.2,1.0
123,17787,3,1.1357816691600546,1.0,1.0,4.0,40.0,2.8,1.0
124,20171,1,0.0,3.0,1.0,2.0,31.0,2.3,2.0
124,20171,2,1.6763054614240211,3.0,1.0,2.0,32.0,3.2,1.0
124,20171,3,1.7916472867168918,2.0,1.0,3.0,31.0,3.4,2.0
125,5705,1,2.835489375751565,1.0,1.0,3.0,20.0,3.4,1.0
125,5705,2,3.0016662039607267,2.0,3.0,3.0,20.0,3.3,1.0
125,5705,3,3.014962686336267,2.0,1.0,1.0,20.0,2.9,1.0
126,17941,1,0.10000000000000009,3.0,3.0,4.0,36.0,2.9,1.0
126,17941,2,0.10000000000000009,3.0,3.0,4.0,36.0,3.1,1.0
126,17941,3,0.3999999999999999,3.0,3.0,4.0,36.0,2.6,1.0
127,11721,1,0.0,3.0,3.0,3.0,32.0,2.8,1.0
127,11721,2,0.10000000000000009,3.0,3.0,3.0,32.0,2.9,1.0
127,11721,3,0.19999999999999973,3.0,3.0,3.0,32.0,2.6,1.0
128,14096,1,1.445683229480096,2.0,1.0,3.0,21.0,3.0,1.0
128,14096,2,1.57797338380595,1.0,1.0,3.0,20.0,3.4,1.0
128,14096,3,2.315167380558045,2.0,3.0,3.0,20.0,3.3,1.0
129,14047,1,2.753179979587241,3.0,2.0,2.0,20.7,2.4,2.0
129,14047,2,3.0,3.0,3.0,2.0,20.0,2.7,1.0
129,14047,3,3.163858403911275,5.0,3.0,2.0,22.0,2.8,2.0
130,20346,1,1.2083045973594573,1.0,1.0,2.0,23.0,3.2,1.0
130,20346,2,1.3747727084867518,1.0,2.0,2.0,24.0,2.9,1.0
130,20346,3,2.1,1.0,1.0,4.0,24.0,2.5,1.0
131,15523,1,0.0,3.0,1.0,5.0,39.0,3.1,1.0
131,15523,2,1.044030650891055,3.0,1.0,4.0,39.0,2.8,1.0
131,15523,3,1.0770329614269007,3.0,1.0,4.0,39.0,2.7,1.0
132,5490,1,0.0,2.0,1.0,4.0,40.0,2.2,1.0
132,5490,2,0.3999999999999999,2.0,1.0,4.0,40.0,2.6,1.0
132,5490,3,1.0440306508910548,1.0,1.0,4.0,40.0,2.5,1.0
133,17074,1,0.5,1.0,1.0,3.0,33.0,3.5,1.0
133,17074,2,1.019803902718557,1.0,1.0,3.0,34.0,3.2,1.0
133,17074,3,1.019803902718557,1.0,1.0,3.0,34.0,3.2,1.0
134,11100,1,0.5385164807134505,3.0,2.0,3.0,29.5,3.0,1.0
134,11100,2,0.9000000000000004,3.0,2.0,3.0,30.0,3.7,1.0
134,11100,3,1.044030650891055,2.0,2.0,3.0,30.0,3.1,1.0
135,11978,1,0.0,3.0,2.0,2.0,40.0,3.9,1.0
135,11978,2,0.6000000000000001,3.0,2.0,2.0,40.0,3.3,1.0
135,11978,3,1.0198039027185568,3.0,2.0,2.0,39.0,3.7,1.0
136,5496,1,1.7435595774162693,2.0,5.0,3.0,22.0,2.4,1.0
136,5496,2,1.8681541692269403,3.0,3.0,3.0,23.0,2.9,1.0
136,5496,3,2.41039415863879,4.0,4.0,4.0,24.0,3.1,1.0
137,10818,1,0.0,1.0,1.0,3.0,28.0,2.8,1.0
137,10818,2,1.004987562112089,1.0,1.0,3.0,27.0,2.7,1.0
137,10818,3,1.019803902718557,1.0,1.0,4.0,28.0,3.0,1.0
138,17456,1,0.3999999999999999,5.0,4.0,4.0,35.0,3.4,1.0
138,17456,2,0.5,5.0,4.0,4.0,35.0,3.5,1.0
138,17456,3,1.0,5.0,3.0,4.0,35.0,3.0,1.0
139,10929,1,0.10000000000000009,5.0,1.0,4.0,34.0,2.9,1.0
139,10929,2,0.7810249675906655,5.0,1.0,4.0,33.5,3.4,1.0
139,10929,3,1.004987562112089,4.0,1.0,4.0,34.0,2.9,1.0
140,7639,1,1.118033988749895,5.0,3.0,3.0,42.0,2.9,1.0
140,7639,2,1.42828568570857,5.0,3.0,4.0,42.0,2.6,1.0
140,7639,3,1.42828568570857,5.0,3.0,4.0,42.0,2.6,1.0
141,10394,1,0.30000000000000027,1.0,1.0,4.0,29.0,3.2,1.0
141,10394,2,0.9433981132056606,1.0,1.0,4.0,29.5,3.7,1.0
141,10394,3,1.004987562112089,2.0,1.0,4.0,29.0,3.0,1.0
142,15067,1,0.10000000000000009,3.0,3.0,4.0,34.0,3.0,1.0
142,15067,2,0.19999999999999973,3.0,3.0,4.0,34.0,3.3,1.0
142,15067,3,0.3999999999999999,3.0,3.0,4.0,34.0,2.7,1.0
143,10300,1,0.0,1.0,1.0,5.0,38.0,2.9,1.0
143,10300,2,1.004987562112089,1.0,1.0,5.0,38.0,2.8,2.0
143,10300,3,1.0770329614269007,1.0,1.0,5.0,37.0,2.5,1.0
144,18292,1,0.6999999999999997,3.0,2.0,3.0,24.0,3.3,1.0
144,18292,2,1.42828568570857,2.0,2.0,3.0,25.0,2.4,1.0
144,18292,3,1.445683229480096,3.0,3.0,3.0,23.0,2.9,1.0
145,13931,1,1.0,2.0,1.0,3.0,36.0,3.7,1.0
145,13931,2,1.004987562112089,2.0,1.0,4.0,36.0,2.8,1.0
145,13931,3,1.004987562112089,1.0,1.0,3.0,36.0,2.8,1.0
146,15999,1,1.004987562112089,8.0,6.0,2.0,33.0,3.2,2.0
146,15999,2,1.0440306508910548,8.0,6.0,3.0,32.0,3.4,2.0
146,15999,3,1.0770329614269007,8.0,6.0,3.0,33.0,3.5,1.0
147,3540,1,0.3999999999999999,5.0,3.0,4.0,35.0,3.0,1.0
147,3540,2,0.5,5.0,3.0,4.0,35.0,2.9,1.0
147,3540,3,0.6000000000000001,5.0,3.0,4.0,35.0,2.8,1.0
148,10004,1,1.4177446878757824,3.0,1.0,2.0,27.0,3.0,1.0
148,10004,2,1.42828568570857,3.0,1.0,2.0,27.0,3.1,1.0
148,10004,3,1.445683229480096,4.0,1.0,2.0,27.0,2.6,2.0
149,9917,1,0.0,2.0,1.0,1.0,29.0,2.9,1.0
149,9917,2,1.118033988749895,2.0,1.0,1.0,30.0,2.4,1.0
149,9917,3,1.42828568570857,2.0,2.0,2.0,29.0,2.7,1.0
150,10879,1,0.0,2.0,1.0,4.0,36.0,2.8,1.0
150,10879,2,0.40000000000000036,2.0,1.0,4.0,36.0,3.2,1.0
150,10879,3,1.004987562112089,2.0,2.0,4.0,36.0,2.7,1.0
151,10060,1,0.8602325267042628,1.0,1.0,3.0,29.5,3.6,1.0
151,10060,2,1.004987562112089,1.0,2.0,3.0,29.0,2.8,1.0
151,10060,3,1.004987562112089,1.0,1.0,3.0,28.0,2.8,1.0
152,6978,1,0.0,6.0,2.0,3.0,27.3,3.2,1.0
152,6978,2,1.5811388300841893,5.0,2.0,4.0,28.0,3.3,1.0
152,6978,3,1.5811388300841893,5.0,3.0,3.0,28.0,3.1,1.0
153,5515,1,0.5999999999999996,1.0,1.0,3.0,28.0,2.8,1.0
153,5515,2,1.0440306508910548,1.0,1.0,3.0,28.0,2.5,2.0
153,5515,3,1.118033988749895,1.0,1.0,3.0,27.0,2.7,1.0
154,13644,1,1.077032961426901,1.0,2.0,3.0,29.0,3.3,1.0
154,13644,2,1.2206555615733703,1.0,2.0,3.0,29.0,3.0,1.0
154,13644,3,1.3453624047073711,1.0,1.0,3.0,28.0,2.8,1.0
155,4196,1,0.19999999999999973,9.0,9.0,4.0,40.0,3.1,1.0
155,4196,2,0.30000000000000027,9.0,9.0,4.0,40.0,3.6,1.0
155,4196,3,0.5,9.0,9.0,4.0,40.0,3.8,1.0
156,7084,1,0.5099019513592785,1.0,1.0,4.0,31.0,3.1,1.0
156,7084,2,0.9433981132056606,1.0,1.0,4.0,31.0,2.4,1.0
156,7084,3,1.004987562112089,2.0,1.0,4.0,30.5,3.1,1.0
157,16316,1,0.30000000000000027,1.0,1.0,4.0,40.0,2.8,1.0
157,16316,2,0.6000000000000001,1.0,1.0,4.0,40.0,2.5,1.0
157,16316,3,1.0,1.0,2.0,4.0,40.0,3.1,1.0
158,16137,1,1.0770329614269007,2.0,2.0,2.0,29.0,2.7,1.0
158,16137,2,1.4177446878757827,1.0,2.0,2.0,29.0,3.0,1.0
158,16137,3,1.445683229480096,3.0,1.0,2.0,28.0,3.4,1.0
159,5114,1,1.5,1.0,1.0,4.0,23.5,2.8,1.0
159,5114,2,1.972308292331602,1.0,1.0,4.0,24.0,2.5,1.0
159,5114,3,2.4758836806279896,2.0,2.0,3.0,22.7,3.6,1.0
160,18183,1,0.0,3.0,3.0,3.0,41.0,2.6,1.0
160,18183,2,1.0,3.0,2.0,3.0,41.0,2.6,1.0
160,18183,3,1.0440306508910548,3.0,3.0,3.0,42.0,2.9,1.0
161,9369,1,0.10000000000000009,5.0,6.0,3.0,39.0,3.7,1.0
161,9369,2,0.5,5.0,6.0,3.0,39.0,3.1,1.0
161,9369,3,1.0198039027185568,4.0,6.0,3.0,39.0,3.8,1.0
162,13661,1,0.0,2.0,1.0,3.0,36.0,3.7,1.0
162,13661,2,1.004987562112089,2.0,1.0,2.0,36.0,3.6,1.0
162,13661,3,1.004987562112089,2.0,2.0,3.0,36.0,3.6,1.0
163,18021,1,1.0198039027185568,2.0,1.0,4.0,36.0,2.8,1.0
163,18021,2,1.0198039027185568,1.0,1.0,3.0,36.0,2.8,1.0
163,18021,3,1.019803902718557,2.0,2.0,3.0,36.0,2.4,1.0
164,14233,1,1.42828568570857,2.0,2.0,3.0,25.0,2.9,1.0
164,14233,2,1.42828568570857,1.0,1.0,4.0,24.0,2.5,1.0
164,14233,3,1.445683229480096,2.0,2.0,3.0,25.0,2.4,1.0
165,10529,1,0.30000000000000027,2.0,1.0,4.0,38.0,3.2,1.0
165,10529,2,0.7071067811865476,2.0,1.0,4.0,38.5,3.4,1.0
165,10529,3,1.0,2.0,2.0,4.0,38.0,2.9,1.0
166,9845,1,1.1575836902790226,1.0,1.0,3.0,34.0,3.2,1.0
166,9845,2,1.1575836902790226,1.0,1.0,3.0,34.0,3.2,1.0
166,9845,3,1.1874342087037917,1.0,1.0,3.0,34.0,3.3,1.0
167,18662,1,0.09999999999999964,1.0,1.0,4.0,37.0,3.7,1.0
167,18662,2,0.09999999999999964,1.0,1.0,4.0,37.0,3.7,1.0
167,18662,3,1.004987562112089,1.0,1.0,4.0,36.0,3.7,1.0
168,20182,1,1.3038404810405295,1.0,1.0,3.0,20.0,3.4,1.0
168,20182,2,2.0928449536456344,2.0,1.0,3.0,21.0,3.0,1.0
168,20182,3,2.4186773244895647,2.0,1.0,1.0,20.0,2.9,1.0
169,12614,1,0.0,4.0,3.0,3.0,30.0,3.7,1.0
169,12614,2,0.9433981132056606,4.0,3.0,3.0,29.5,2.9,1.0
169,12614,3,1.019803902718557,3.0,3.0,3.0,30.0,3.5,1.0
170,14429,1,1.0,5.0,4.0,4.0,31.0,2.7,1.0
170,14429,2,1.0770329614269007,4.0,3.0,4.0,31.0,3.1,1.0
170,14429,3,1.0770329614269007,4.0,3.0,4.0,31.0,3.1,1.0
171,3976,1,0.09999999999999964,3.0,2.0,4.0,36.0,3.2,1.0
171,3976,2,0.2999999999999998,3.0,2.0,4.0,36.0,3.0,1.0
171,3976,3,0.6999999999999997,3.0,2.0,4.0,36.0,2.6,1.0
172,18206,1,1.345362404707371,5.0,3.0,3.0,24.0,3.5,1.0
172,18206,2,1.445683229480096,5.0,5.0,3.0,23.0,2.3,1.0
172,18206,3,1.5,4.0,4.0,4.0,24.0,3.1,1.0
173,14004,1,4.158124577258358,8.0,4.0,3.0,21.5,2.9,1.0
173,14004,2,4.583666654546336,4.0,4.0,1.0,20.0,2.8,1.0
173,14004,3,4.583666654546336,8.0,4.0,3.0,22.0,2.8,1.0
174,10511,1,1.445683229480096,4.0,2.0,1.0,30.0,2.6,1.0
174,10511,2,1.7349351572897473,4.0,2.0,3.0,31.0,3.0,1.0
174,10511,3,1.7435595774162693,4.0,2.0,3.0,31.0,3.1,1.0
175,2466,1,0.19999999999999973,1.0,1.0,3.0,38.0,3.2,1.0
175,2466,2,0.3999999999999999,1.0,1.0,3.0,38.0,3.8,1.0
175,2466,3,0.6000000000000001,1.0,1.0,3.0,38.0,2.8,1.0
176,9661,1,1.0,1.0,1.0,3.0,36.0,2.9,1.0
176,9661,2,1.004987562112089,1.0,1.0,2.0,35.0,3.0,1.0
176,9661,3,1.004987562112089,1.0,1.0,3.0,36.0,2.8,1.0
177,4633,1,0.0,1.0,2.0,3.0,36.0,3.3,1.0
177,4633,2,0.19999999999999973,1.0,2.0,3.0,36.0,3.1,1.0
177,4633,3,0.40000000000000036,1.0,2.0,3.0,36.0,3.7,1.0
178,16557,1,1.0,7.0,9.0,4.0,35.0,3.0,1.0
178,16557,2,1.118033988749895,6.0,8.0,4.0,35.0,3.5,1.0
178,16557,3,1.2206555615733703,6.0,8.0,4.0,35.0,3.7,1.0
179,20211,1,1.118033988749895,1.0,1.0,3.0,28.0,2.8,1.0
179,20211,2,1.2041594578792298,2.0,1.0,4.0,28.3,2.9,1.0
179,20211,3,1.42828568570857,1.0,1.0,3.0,28.0,2.5,2.0
180,7671,1,0.0,3.0,2.0,2.0,20.7,2.4,2.0
180,7671,2,1.6062378404209008,3.0,3.0,2.0,20.0,2.7,1.0
180,7671,3,2.1095023109728985,2.0,1.0,3.0,21.0,3.0,1.0
181,6395,1,0.0,4.0,3.0,4.0,35.0,3.2,1.0
181,6395,2,0.09999999999999964,4.0,3.0,4.0,35.0,3.3,1.0
181,6395,3,0.30000000000000027,4.0,3.0,4.0,35.0,2.9,1.0
182,785,1,0.0,7.0,7.0,3.0,30.5,3.5,1.0
182,785,2,0.5099019513592785,7.0,7.0,3.0,31.0,3.4,1.0
182,785,3,0.58309518948453,7.0,7.0,3.0,31.0,3.2,1.0
183,8729,1,1.1575836902790224,1.0,1.0,1.0,26.5,3.9,1.0
183,8729,2,1.676305461424021,2.0,2.0,2.0,26.0,2.7,1.0
183,8729,3,1.7320508075688772,2.0,1.0,1.0,27.0,2.6,2.0
184,14750,1,1.1224972160321824,1.0,2.0,4.0,26.5,3.2,1.0
184,14750,2,1.1661903789690602,1.0,1.0,4.0,27.0,3.7,1.0
184,14750,3,1.42828568570857,1.0,1.0,5.0,27.0,2.9,1.0
185,20049,1,0.10000000000000009,2.0,2.0,3.0,25.0,2.4,1.0
185,20049,2,0.3999999999999999,2.0,2.0,3.0,25.0,2.9,1.0
185,20049,3,0.9433981132056602,2.0,2.0,3.0,25.5,3.3,1.0
186,12638,1,0.40000000000000036,6.0,6.0,3.0,34.0,3.3,1.0
186,12638,2,0.5099019513592785,6.0,6.0,3.0,34.5,3.6,1.0
186,12638,3,0.7810249675906655,6.0,6.0,3.0,34.5,3.1,1.0
187,11226,1,0.0,1.0,2.0,4.0,35.0,2.8,2.0
187,11226,2,1.1661903789690602,1.0,2.0,4.0,35.0,3.4,1.0
187,11226,3,1.2206555615733703,1.0,2.0,4.0,36.0,3.5,2.0
188,6770,1,0.10000000000000009,2.0,2.0,3.0,35.0,3.1,1.0
188,6770,2,0.40000000000000036,2.0,2.0,3.0,35.0,2.8,1.0
188,6770,3,0.5,2.0,2.0,3.0,35.0,3.7,1.0
189,2233,1,1.0198039027185568,1.0,1.0,3.0,36.0,3.2,1.0
189,2233,2,1.0440306508910548,1.0,1.0,3.0,36.0,3.1,1.0
189,2233,3,1.118033988749895,1.0,1.0,3.0,36.0,2.9,1.0
190,4539,1,0.0,5.0,4.0,3.0,33.5,3.3,1.0
190,4539,2,0.09999999999999964,5.0,4.0,3.0,33.5,3.2,1.0
190,4539,3,0.5099019513592784,5.0,4.0,3.0,34.0,3.2,1.0
191,16701,1,0.7810249675906655,1.0,1.0,3.0,29.5,3.6,1.0
191,16701,2,1.0,1.0,2.0,3.0,29.0,3.0,1.0
191,16701,3,1.019803902718557,1.0,1.0,3.0,28.0,2.8,1.0
192,19996,1,0.2999999999999998,1.0,2.0,3.0,29.0,2.8,1.0
192,19996,2,0.5,1.0,2.0,3.0,29.0,3.0,1.0
192,19996,3,0.7999999999999998,1.0,2.0,3.0,29.0,3.3,1.0
193,20370,1,1.1999999999999997,3.0,2.0,4.0,31.0,3.3,1.0
193,20370,2,1.22065556157337,4.0,2.0,4.0,31.0,2.8,1.0
193,20370,3,1.4142135623730951,4.0,2.0,4.0,31.0,3.1,1.0
194,4806,1,1.0,1.0,2.0,3.0,36.0,3.3,1.0
194,4806,2,1.0198039027185568,1.0,2.0,3.0,36.0,3.1,1.0
194,4806,3,1.077032961426901,1.0,2.0,3.0,36.0,3.7,1.0
195,14516,1,0.6403124237432848,2.0,3.0,4.0,33.0,3.1,1.0
195,14516,2,0.7071067811865476,2.0,3.0,4.0,33.0,3.2,1.0
195,14516,3,1.004987562112089,2.0,3.0,4.0,33.5,2.8,1.0
196,6439,1,0.0,3.0,2.0,4.0,36.0,3.2,1.0
196,6439,2,0.20000000000000018,3.0,2.0,4.0,36.0,3.0,1.0
196,6439,3,0.6000000000000001,3.0,2.0,4.0,36.0,2.6,1.0
197,13790,1,0.0,3.0,3.0,2.0,20.0,2.7,1.0
197,13790,2,1.5362291495737215,2.0,3.0,3.0,20.0,3.3,1.0
197,13790,3,1.6062378404209008,3.0,2.0,2.0,20.7,2.4,2.0
198,13853,1,1.7000000000000004,6.0,2.0,3.0,27.3,3.2,1.0
198,13853,2,2.293468988235943,4.0,1.0,2.0,27.0,2.6,2.0
198,13853,3,2.3259406699226015,4.0,1.0,2.0,26.0,2.3,2.0
199,16248,1,0.10000000000000009,2.0,2.0,4.0,40.0,3.2,1.0
199,16248,2,0.2999999999999998,2.0,2.0,4.0,40.0,3.4,1.0
199,16248,3,0.58309518948453,2.0,2.0,4.0,39.5,3.4,1.0
200,19970,1,1.0440306508910548,1.0,1.0,3.0,36.0,2.8,1.0
200,19970,2,1.0770329614269007,1.0,1.0,3.0,36.0,2.9,1.0
200,19970,3,1.0770329614269007,1.0,1.0,1.0,36.0,2.9,1.0
201,14354,1,1.0440306508910548,6.0,5.0,3.0,38.0,3.0,1.0
201,14354,2,1.118033988749895,6.0,4.0,4.0,38.0,3.2,1.0
201,14354,3,1.16619037896906,6.0,4.0,4.0,38.0,3.3,1.0
202,7583,1,1.4866068747318506,5.0,3.0,3.0,24.0,3.5,1.0
202,7583,2,1.57797338380595,4.0,4.0,4.0,24.0,3.1,1.0
202,7583,3,2.0615528128088303,4.0,2.0,3.0,23.0,2.9,1.0
203,5050,1,0.5099019513592784,3.0,2.0,4.0,36.0,3.2,1.0
203,5050,2,0.5099019513592784,3.0,2.0,4.0,37.0,3.2,1.0
203,5050,3,0.58309518948453,3.0,2.0,4.0,37.0,3.0,1.0
204,11449,1,0.0,5.0,3.0,2.0,22.0,2.8,2.0
204,11449,2,2.238302928559939,4.0,2.0,3.0,23.0,2.9,1.0
204,11449,3,2.5475478405713994,5.0,3.0,3.0,24.0,3.5,1.0
205,15910,1,0.3999999999999999,2.0,2.0,3.0,39.0,2.7,1.0
205,15910,2,1.0,2.0,2.0,2.0,39.0,3.1,1.0
205,15910,3,1.004987562112089,2.0,2.0,3.0,40.0,3.2,1.0
206,18525,1,0.0,7.0,7.0,3.0,28.0,2.6,1.0
206,18525,2,1.0440306508910548,7.0,7.0,3.0,29.0,2.9,1.0
206,18525,3,1.044030650891055,7.0,7.0,4.0,28.0,2.3,1.0
207,9383,1,0.0,4.0,3.0,3.0,28.5,3.6,1.0
207,9383,2,0.5099019513592785,4.0,3.0,3.0,28.0,3.5,1.0
207,9383,3,1.1224972160321824,3.0,3.0,3.0,28.0,3.5,1.0
208,12798,1,0.0,2.0,3.0,2.0,42.0,3.7,1.0
208,12798,2,1.4177446878757824,2.0,2.0,1.0,42.0,3.8,1.0
208,12798,3,1.4177446878757824,2.0,2.0,2.0,41.0,3.8,1.0
209,4515,1,0.0,2.0,2.0,5.0,35.0,3.3,1.0
209,4515,2,1.004987562112089,2.0,2.0,4.0,35.0,3.4,1.0
209,4515,3,1.0198039027185568,2.0,2.0,4.0,35.0,3.1,1.0
210,11141,1,1.224744871391589,2.0,2.0,3.0,25.5,3.3,1.0
210,11141,2,1.4177446878757824,2.0,2.0,2.0,26.0,2.7,1.0
210,11141,3,1.4177446878757824,1.0,1.0,3.0,27.0,2.7,1.0
211,18058,1,1.019803902718557,1.0,1.0,4.0,31.0,2.4,1.0
211,18058,2,1.0440306508910548,2.0,1.0,4.0,30.0,2.9,1.0
211,18058,3,1.0770329614269007,1.0,2.0,4.0,30.0,3.0,1.0
212,18038,1,1.42828568570857,1.0,1.0,4.0,23.5,2.8,1.0
212,18038,2,1.503329637837291,1.0,1.0,4.0,24.0,2.5,1.0
212,18038,3,1.6155494421403513,1.0,1.0,2.0,23.0,3.2,1.0
213,5545,1,1.624807680927192,2.0,1.0,3.0,21.0,3.0,1.0
213,5545,2,1.8681541692269403,4.0,2.0,3.0,23.0,2.9,1.0
213,5545,3,2.109502310972898,2.0,2.0,3.0,22.7,3.6,1.0
214,7892,1,0.0,2.0,2.0,3.0,31.0,3.6,1.0
214,7892,2,0.10000000000000009,2.0,2.0,3.0,31.0,3.5,1.0
214,7892,3,0.5385164807134505,2.0,2.0,3.0,30.5,3.4,1.0
215,19309,1,0.19999999999999973,5.0,4.0,3.0,27.0,3.6,1.0
215,19309,2,1.0295630140987,5.0,4.0,3.0,27.5,2.9,1.0
215,19309,3,1.3190905958272918,5.0,5.0,3.0,27.5,3.1,1.0
216,17768,1,0.20000000000000018,5.0,5.0,4.0,30.5,3.2,1.0
216,17768,2,0.3999999999999999,5.0,5.0,4.0,30.5,2.6,1.0
216,17768,3,0.5099019513592785,5.0,5.0,4.0,31.0,3.1,1.0
217,1647,1,0.5099019513592785,6.0,4.0,4.0,38.0,3.4,1.0
217,1647,2,0.5385164807134505,6.0,4.0,4.0,38.0,3.3,1.0
217,1647,3,0.58309518948453,6.0,4.0,4.0,38.0,3.2,1.0
218,596,1,1.5132745950421556,2.0,2.0,3.0,25.5,3.3,1.0
218,596,2,1.5362291495737217,2.0,2.0,3.0,25.0,2.9,1.0
218,596,3,1.7320508075688772,1.0,1.0,4.0,24.0,2.5,1.0
219,9401,1,1.224744871391589,3.0,2.0,3.0,25.5,3.1,1.0
219,9401,2,1.5,3.0,1.0,2.0,27.0,3.1,1.0
219,9401,3,1.5297058540778357,2.0,2.0,3.0,25.5,3.3,1.0
220,2654,1,0.0,3.0,1.0,2.0,28.0,3.4,1.0
220,2654,2,1.0198039027185568,3.0,1.0,2.0,28.0,3.2,2.0
220,2654,3,1.0440306508910548,3.0,1.0,2.0,27.0,3.1,1.0
221,15578,1,0.0,2.0,3.0,4.0,33.0,3.1,1.0
221,15578,2,0.10000000000000009,2.0,3.0,4.0,33.0,3.2,1.0
221,15578,3,0.58309518948453,2.0,3.0,4.0,33.5,3.4,1.0
222,14738,1,0.0,1.0,1.0,4.0,31.0,3.1,1.0
222,14738,2,0.7000000000000002,1.0,1.0,4.0,31.0,2.4,1.0
222,14738,3,1.019803902718557,1.0,2.0,4.0,31.0,2.9,1.0
223,17673,1,0.2999999999999998,3.0,2.0,4.0,38.0,2.7,1.0
223,17673,2,0.2999999999999998,3.0,2.0,4.0,38.0,3.3,1.0
223,17673,3,0.5,3.0,2.0,4.0,37.5,3.0,1.0
224,11398,1,0.0,10.0,10.0,3.0,32.0,2.8,1.0
224,11398,2,1.019803902718557,10.0,10.0,3.0,33.0,3.0,1.0
224,11398,3,1.0295630140987002,10.0,10.0,3.0,32.5,3.7,1.0
225,17730,1,0.0,6.0,3.0,4.0,32.0,3.0,2.0
225,17730,2,1.4177446878757824,6.0,3.0,5.0,32.0,3.1,1.0
225,17730,3,1.4177446878757824,6.0,3.0,3.0,32.0,3.1,1.0
226,15696,1,1.7578395831246945,1.0,1.0,3.0,20.0,3.4,1.0
226,15696,2,2.009975124224178,2.0,3.0,3.0,20.0,3.3,1.0
226,15696,3,2.009975124224178,2.0,1.0,1.0,20.0,2.9,1.0
227,12790,1,0.0,1.0,1.0,4.0,37.0,3.7,1.0
227,12790,2,0.0,1.0,1.0,4.0,37.0,3.7,1.0
227,12790,3,1.0,1.0,1.0,4.0,36.0,3.7,1.0
228,4425,1,0.0,2.0,1.0,3.0,42.5,3.3,1.0
228,4425,2,1.1224972160321824,1.0,1.0,3.0,42.0,3.2,1.0
228,4425,3,1.1224972160321824,2.0,1.0,4.0,42.0,3.2,1.0
229,18219,1,0.0,4.0,1.0,2.0,27.0,2.6,2.0
229,18219,2,1.044030650891055,4.0,1.0,2.0,26.0,2.3,2.0
229,18219,3,1.4177446878757827,4.0,2.0,2.0,28.0,2.7,2.0
230,2313,1,0.7999999999999998,5.0,2.0,3.0,38.0,2.6,1.0
230,2313,2,1.0,5.0,3.0,3.0,38.0,3.4,1.0
230,2313,3,1.004987562112089,5.0,3.0,3.0,38.0,3.5,1.0
231,12534,1,1.118033988749895,2.0,2.0,3.0,37.0,3.2,1.0
231,12534,2,1.118033988749895,2.0,2.0,3.0,37.0,3.2,1.0
231,12534,3,1.4142135623730951,2.0,2.0,3.0,38.0,3.7,1.0
232,20224,1,1.0295630140987002,1.0,1.0,4.0,29.0,3.2,1.0
232,20224,2,1.2688577540449522,2.0,1.0,4.0,30.0,2.9,1.0
232,20224,3,1.319090595827292,2.0,1.0,4.0,29.0,3.0,1.0
233,4920,1,1.4142135623730951,4.0,3.0,3.0,26.0,3.3,1.0
233,4920,2,1.42828568570857,4.0,4.0,4.0,24.0,3.1,1.0
233,4920,3,1.7435595774162693,3.0,5.0,3.0,26.0,3.5,1.0
234,10859,1,0.40000000000000036,4.0,4.0,3.0,39.0,3.2,1.0
234,10859,2,1.0,4.0,4.0,3.0,40.0,2.8,1.0
234,10859,3,1.0,4.0,4.0,3.0,40.0,2.8,1.0
235,18481,1,1.0770329614269007,1.0,1.0,2.0,35.0,3.0,1.0
235,18481,2,1.1661903789690602,1.0,1.0,3.0,34.0,3.2,1.0
235,18481,3,1.1661903789690602,1.0,1.0,3.0,34.0,3.2,1.0
236,3870,1,0.3999999999999999,3.0,2.0,4.0,35.0,2.9,1.0
236,3870,2,1.0,3.0,3.0,4.0,35.0,3.3,1.0
236,3870,3,1.004987562112089,2.0,2.0,4.0,35.0,3.4,1.0
237,2197,1,0.0,7.0,7.0,4.0,39.0,3.4,1.0
237,2197,2,0.3999999999999999,7.0,7.0,4.0,39.0,3.8,1.0
237,2197,3,0.58309518948453,7.0,7.0,4.0,38.5,3.1,1.0
238,10428,1,1.5,3.0,3.0,3.0,23.0,2.9,1.0
238,10428,2,1.6155494421403513,5.0,5.0,3.0,23.0,2.3,1.0
238,10428,3,1.8138357147217055,4.0,4.0,4.0,24.0,3.1,1.0
239,20322,1,1.118033988749895,1.0,1.0,2.0,27.0,2.6,1.0
239,20322,2,1.22065556157337,1.0,1.0,3.0,28.0,2.8,1.0
