instance_index,original_test_index,decile1,decile3,fam_inc,lsat,ugpa,gender,race1,fulltime,predicted_class,prediction_score,target_law
325,14575,1.0,1.0,4.0,37.0,2.7,0,0,1.0,1,0.84,0
326,16336,2.0,2.0,3.0,35.0,3.1,1,0,1.0,1,0.43750461334678464,1
327,13166,1.0,1.0,4.0,37.0,3.7,1,0,1.0,1,0.6579630647466197,0
328,9856,4.0,2.0,3.0,23.0,2.9,0,3,1.0,1,0.56,1
329,5433,1.0,1.0,3.0,26.0,3.3,0,2,1.0,1,0.5493989425540886,1
330,6681,1.0,1.0,3.0,27.0,3.2,0,1,1.0,1,0.8380803736125365,1
331,10052,2.0,2.0,4.0,31.0,2.9,1,0,1.0,1,0.6982649850239498,0
332,47,4.0,4.0,4.0,32.0,3.5,0,0,1.0,1,0.41,0
333,19790,3.0,3.0,4.0,28.0,2.5,0,2,1.0,1,0.45,0
334,14986,1.0,1.0,1.0,33.0,3.1,0,3,1.0,1,0.51,0
335,9543,2.0,2.0,4.0,32.0,2.9,1,0,1.0,1,0.40852132686649467,0
336,5508,4.0,4.0,2.0,31.0,2.2,0,3,1.0,1,0.42,1
337,15776,5.0,7.0,4.0,37.0,3.1,1,0,1.0,1,0.65,0
338,5499,2.0,2.0,1.0,33.0,2.2,1,1,1.0,1,0.53,0
339,14704,3.0,2.0,3.0,25.0,3.1,0,3,1.0,1,0.48,0
340,932,1.0,1.0,4.0,38.0,3.5,1,0,1.0,1,0.8388660424698611,1
341,13868,1.0,1.0,3.0,23.0,2.7,1,3,1.0,1,0.92,1
342,5549,1.0,1.0,1.0,40.0,2.2,1,3,1.0,1,0.49,1
343,19938,1.0,1.0,4.0,36.0,2.5,1,0,1.0,1,0.7688660424698611,0
344,19793,4.0,2.0,4.0,32.0,2.5,1,0,1.0,1,0.41796306474661976,0
345,11317,2.0,2.0,2.0,32.0,2.8,1,4,1.0,1,0.4,1
346,4273,5.0,4.0,3.0,34.0,3.3,1,0,2.0,1,0.4688660424698611,0
347,6981,1.0,1.0,2.0,19.3,3.2,1,3,1.0,1,0.57,0
348,3822,5.0,3.0,3.0,41.0,3.3,1,0,1.0,1,0.77,0
