instance_index,original_test_index,decile1,decile3,fam_inc,lsat,ugpa,gender,race1,fulltime,predicted_class,prediction_score,target_law
907,15210,3.0,2.0,3.0,36.5,3.1,1,0,1.0,0,0.2872270165111987,0
908,9003,5.0,3.0,4.0,34.0,3.6,0,0,1.0,0,0.09682910721648084,0
909,11024,7.0,8.0,4.0,36.0,2.8,0,0,1.0,0,0.09,0
910,17078,5.0,4.0,4.0,36.0,3.0,1,0,1.0,0,0.2665981274095833,0
911,6667,10.0,2.0,5.0,40.0,3.2,0,0,1.0,0,0.02,0
912,18951,8.0,8.0,3.0,27.5,3.8,0,0,1.0,0,0.0,0
913,7354,7.0,7.0,3.0,35.0,3.2,0,1,1.0,0,0.0,0
914,12199,9.0,9.0,3.0,35.5,3.9,1,0,1.0,0,0.0,0
915,12591,8.0,10.0,3.0,25.5,3.7,1,0,1.0,0,0.07,0
916,4131,10.0,10.0,4.0,41.0,3.3,0,0,1.0,0,0.0,0
917,5058,4.0,5.0,4.0,41.0,3.3,1,0,1.0,0,0.13637723247930883,0
918,11750,5.0,5.0,4.0,42.0,3.9,0,0,1.0,0,0.0,0
919,4250,7.0,5.0,3.0,38.0,3.3,1,0,1.0,0,0.0,0
920,1091,8.0,9.0,2.0,42.0,3.5,0,0,1.0,0,0.0,0
921,3580,8.0,9.0,4.0,47.0,3.4,0,0,1.0,0,0.0,0
922,17499,2.0,2.0,4.0,38.0,3.0,0,0,1.0,0,0.07886604246986108,0
923,4638,1.0,2.0,3.0,29.0,3.3,0,3,1.0,0,0.21,1
924,7109,10.0,9.0,5.0,43.0,3.2,1,0,1.0,0,0.0,0
925,17979,6.0,6.0,4.0,40.0,3.0,1,1,1.0,0,0.02479217196310062,0
926,14685,5.0,2.0,5.0,27.5,3.1,0,0,1.0,0,0.2,1
927,3680,5.0,7.0,3.0,31.0,3.3,1,0,1.0,0,0.02,0
928,7227,8.0,5.0,2.0,39.0,3.2,1,0,1.0,0,0.16,0
929,18304,6.0,5.0,2.0,33.0,2.6,1,0,1.0,0,0.04,0
930,17972,3.0,2.0,3.0,38.0,3.0,0,3,1.0,0,0.06879788510817736,0
931,8596,7.0,8.0,3.0,44.0,3.6,1,0,1.0,0,0.0,0
932,18926,8.0,8.0,2.0,40.0,3.8,0,0,1.0,0,0.0,0
933,8181,1.0,3.0,4.0,41.5,3.6,1,0,1.0,0,0.05,0
934,18271,3.0,2.0,4.0,37.0,2.6,0,0,1.0,0,0.149375628097364,0
935,13389,10.0,10.0,4.0,47.0,3.7,0,0,1.0,0,0.0,0
936,11533,5.0,6.0,3.0,36.0,2.8,1,0,1.0,0,0.07,0
937,747,6.0,4.0,4.0,35.0,3.5,1,0,1.0,0,0.06,0
938,2544,4.0,5.0,4.0,29.0,3.4,0,0,1.0,0,0.07,0
939,3376,10.0,8.0,5.0,46.0,3.4,0,0,1.0,0,0.0,0
940,5701,8.0,8.0,3.0,45.0,3.2,1,0,1.0,0,0.0,0
941,15050,2.0,4.0,4.0,29.3,3.1,0,0,1.0,0,0.12,0
942,4235,7.0,9.0,5.0,40.0,3.3,1,0,1.0,0,0.017963064746619767,0
943,655,9.0,8.0,3.0,33.0,3.5,1,0,1.0,0,0.1359386196560444,0
944,2086,5.0,4.0,4.0,35.0,3.4,0,2,1.0,0,0.21645945130041636,0
945,10021,1.0,2.0,4.0,38.0,2.9,0,0,1.0,0,0.07,1
946,19606,4.0,5.0,4.0,30.3,2.5,0,0,1.0,0,0.02,0
947,18974,5.0,5.0,3.0,32.0,3.8,1,0,1.0,0,0.03,0
948,17484,10.0,10.0,3.0,33.0,3.0,1,0,1.0,0,0.0,0
949,13836,8.0,3.0,3.0,39.0,2.7,1,0,1.0,0,0.31,0
950,6418,9.0,9.0,3.0,38.0,3.2,0,0,1.0,0,0.0,0
951,1210,4.0,5.0,4.0,38.0,3.5,1,0,1.0,0,0.0,0
952,4021,9.0,9.0,2.0,33.0,3.3,1,1,1.0,0,0.0,0
953,2105,9.0,9.0,3.0,35.0,3.4,0,0,1.0,0,0.0,0
954,15816,5.0,4.0,3.0,41.0,3.1,1,0,1.0,0,0.01,0
955,11574,5.0,4.0,2.0,35.0,2.8,0,2,1.0,0,0.16796306474661976,0
956,11953,3.0,3.0,4.0,48.0,3.9,1,0,1.0,0,0.0,0
957,1327,8.0,6.0,5.0,46.0,3.5,1,0,1.0,0,0.0,0
958,2473,8.0,9.0,5.0,41.0,3.4,1,0,1.0,0,0.0,0
959,4299,3.0,2.0,3.0,39.0,3.3,1,0,1.0,0,0.08448338763315184,0
960,14372,6.0,7.0,4.0,35.0,2.7,1,0,1.0,0,0.0,0
961,19,1.0,1.0,3.0,30.0,3.5,0,0,1.0,0,0.19124982258038886,0
962,9063,5.0,4.0,3.0,42.0,3.6,0,0,1.0,0,0.0,0
963,2701,8.0,6.0,4.0,34.0,3.4,0,0,1.0,0,0.03514046063591496,0
964,12066,6.0,5.0,4.0,41.0,3.9,0,0,1.0,0,0.01,0
965,16312,5.0,2.0,3.0,40.0,3.1,1,0,1.0,0,0.34,0
966,19514,8.0,5.0,3.0,43.0,3.8,1,0,1.0,0,0.01,0
967,2193,8.0,9.0,4.0,29.0,3.4,1,0,1.0,0,0.0,0
968,18082,5.0,4.0,1.0,45.0,2.6,1,0,1.0,0,0.05,1
969,6018,2.0,4.0,3.0,36.0,3.2,1,1,1.0,0,0.03,0
970,18910,6.0,7.0,4.0,33.0,3.8,0,0,1.0,0,0.02,0
971,10680,7.0,9.0,4.0,36.0,2.9,1,0,1.0,0,0.09,0
972,6026,4.0,3.0,5.0,44.0,3.2,1,0,1.0,0,0.018866042469861087,0
973,5910,3.0,3.0,3.0,35.5,3.2,0,0,1.0,0,0.08,0
974,10014,9.0,10.0,4.0,38.0,2.9,0,0,1.0,0,0.0,0
975,3730,8.0,7.0,4.0,45.0,3.3,1,0,1.0,0,0.0,0
976,7028,8.0,7.0,2.0,37.0,3.2,0,0,1.0,0,0.01,0
977,9685,9.0,8.0,5.0,32.0,2.9,0,0,1.0,0,0.0,0
978,1284,2.0,5.0,3.0,38.0,3.5,0,0,1.0,0,0.008866042469861085,0
979,2136,4.0,3.0,5.0,33.5,3.4,1,0,1.0,0,0.018264985023949767,0
980,4318,1.0,1.0,3.0,44.0,3.3,0,0,1.0,0,0.11,1
981,4085,9.0,8.0,2.0,28.0,3.3,1,0,1.0,0,0.0,1
982,11730,7.0,9.0,4.0,41.0,3.9,1,0,1.0,0,0.0,0
983,11629,6.0,4.0,4.0,33.5,2.8,1,0,1.0,0,0.18,0
984,13174,7.0,7.0,4.0,42.0,3.7,1,0,1.0,0,0.0,0
985,3602,4.0,8.0,4.0,38.0,3.4,1,0,1.0,0,0.00839032865209208,0
986,12803,9.0,9.0,3.0,37.0,3.7,1,0,1.0,0,0.0,0
987,9730,8.0,10.0,4.0,39.0,2.9,1,0,1.0,0,0.05,0
988,18994,9.0,9.0,3.0,45.0,3.8,1,0,1.0,0,0.0,0
989,12678,6.0,8.0,3.0,39.0,3.7,0,0,2.0,0,0.0,0
990,8538,5.0,5.0,4.0,34.0,3.6,0,0,1.0,0,0.01,0
991,16699,4.0,5.0,3.0,40.0,3.0,1,0,1.0,0,0.0,0
992,16038,6.0,6.0,3.0,36.0,3.1,0,0,1.0,0,0.02682910721648085,0
993,11627,8.0,7.0,3.0,45.0,2.8,1,0,1.0,0,0.0,0
994,12246,10.0,10.0,4.0,45.0,3.9,1,0,1.0,0,0.0,0
995,20206,4.0,3.0,5.0,41.0,2.3,1,0,1.0,0,0.02,0
996,4107,5.0,5.0,4.0,40.0,3.3,0,0,1.0,0,0.0,0
997,3134,6.0,4.0,4.0,36.0,3.4,1,0,1.0,0,0.08796306474661977,0
998,8039,7.0,4.0,4.0,40.0,3.6,1,2,1.0,0,0.01,1
999,15615,10.0,10.0,4.0,42.0,3.1,1,0,1.0,0,0.0,0
1000,12097,9.0,10.0,4.0,37.0,3.9,1,0,1.0,0,0.0,0
1001,5015,1.0,2.0,2.0,40.0,3.3,1,0,1.0,0,0.08,1
1002,3863,4.0,2.0,5.0,30.0,3.3,0,0,1.0,0,0.24796306474661975,0
1003,15731,9.0,10.0,3.0,34.0,3.1,1,0,2.0,0,0.0,0
1004,18568,2.0,3.0,4.0,34.5,2.6,1,0,1.0,0,0.3995911026766997,0
1005,1135,7.0,8.0,4.0,44.0,3.5,0,0,1.0,0,0.01,0
1006,2266,8.0,8.0,3.0,34.0,3.4,1,0,1.0,0,0.0,0
1007,6096,9.0,8.0,4.0,36.0,3.2,0,0,1.0,0,0.04345506628176821,0
1008,7928,3.0,5.0,4.0,39.0,3.6,0,0,1.0,0,0.0,0
1009,7209,4.0,4.0,4.0,39.0,3.2,1,0,1.0,0,0.0,0
1010,2817,8.0,7.0,3.0,36.0,3.4,1,0,1.0,0,0.0,0
1011,5041,9.0,7.0,2.0,26.5,3.3,0,1,1.0,0,0.04,0
1012,622,10.0,10.0,4.0,37.0,3.5,1,0,1.0,0,0.0,0
1013,1133,7.0,7.0,3.0,41.0,3.5,0,0,1.0,0,0.0,0
1014,11739,3.0,5.0,2.0,43.0,3.9,0,0,1.0,0,0.03,0
1015,2964,8.0,8.0,3.0,44.0,3.4,0,2,1.0,0,0.0,0
1016,1550,9.0,10.0,4.0,42.0,3.5,0,0,1.0,0,0.0,0
1017,4726,3.0,4.0,3.0,47.0,3.3,1,0,1.0,0,0.0,0
1018,8257,10.0,10.0,2.0,27.0,3.6,0,1,1.0,0,0.0,0
1019,1511,5.0,5.0,3.0,38.0,3.5,0,0,1.0,0,0.08,0
1020,10961,4.0,2.0,3.0,30.7,2.8,1,0,2.0,0,0.35,0
1021,13186,9.0,9.0,3.0,33.0,3.7,1,0,1.0,0,0.0,0
1022,6065,8.0,8.0,4.0,37.0,3.2,1,0,1.0,0,0.0,0
1023,4123,6.0,6.0,4.0,35.0,3.3,1,0,1.0,0,0.0,0
1024,1173,10.0,10.0,3.0,38.0,3.5,0,0,1.0,0,0.0,0
1025,14463,2.0,2.0,4.0,36.0,2.7,0,0,1.0,0,0.15195103111261557,0
1026,5936,7.0,6.0,4.0,32.0,3.2,1,0,1.0,0,0.24291755925862626,0
1027,3263,4.0,4.0,5.0,37.0,3.4,0,0,1.0,0,0.2,0
1028,788,7.0,8.0,4.0,47.0,3.5,0,0,1.0,0,0.0,0
1029,19259,5.0,4.0,3.0,41.0,3.8,0,0,1.0,0,0.0,0
1030,20120,8.0,9.0,4.0,37.0,2.3,1,0,1.0,0,0.0,0
1031,19050,8.0,8.0,4.0,43.0,3.8,0,0,1.0,0,0.0,0
1032,20188,10.0,10.0,4.0,33.5,2.3,1,0,1.0,0,0.02,0
1033,10731,9.0,9.0,3.0,32.5,2.8,1,0,1.0,0,0.01,0
1034,18243,3.0,2.0,3.0,41.0,2.6,1,4,1.0,0,0.393155929113187,0
1035,1095,7.0,8.0,4.0,41.0,3.5,1,0,1.0,0,0.0,0
1036,18895,2.0,2.0,4.0,35.0,3.8,0,0,1.0,0,0.2779774387536847,1
1037,17374,4.0,5.0,4.0,35.0,3.0,1,0,1.0,0,0.03,0
1038,9000,5.0,3.0,3.0,40.0,3.6,0,0,1.0,0,0.05,0
1039,3895,4.0,5.0,3.0,33.0,3.3,1,0,2.0,0,0.09773208493972216,0
1040,15053,8.0,8.0,4.0,45.0,3.1,1,0,1.0,0,0.0,0
1041,19452,9.0,10.0,4.0,44.0,3.8,1,0,1.0,0,0.0,0
1042,4060,2.0,2.0,2.0,42.0,3.3,0,0,2.0,0,0.04,0
1043,14500,5.0,5.0,4.0,42.0,2.7,1,0,1.0,0,0.006615525114155251,0
1044,16005,3.0,1.0,4.0,30.0,3.1,1,0,1.0,0,0.18262302902895933,0
1045,16452,1.0,3.0,4.0,31.0,3.0,0,1,1.0,0,0.26,0
1046,13596,1.0,1.0,4.0,46.0,3.7,0,0,1.0,0,0.13,0
1047,7097,5.0,4.0,4.0,33.0,3.2,1,0,1.0,0,0.22618543654487377,0
1048,12318,5.0,3.0,3.0,36.0,3.9,1,0,2.0,0,0.16,0
1049,19896,7.0,2.0,4.0,29.7,2.5,1,0,2.0,0,0.19,0
1050,5377,7.0,7.0,5.0,42.0,3.3,1,0,1.0,0,0.0,0
1051,12389,6.0,7.0,3.0,41.0,3.9,1,2,1.0,0,0.0,0
1052,7036,2.0,2.0,4.0,44.0,3.2,1,0,1.0,0,0.08,0
1053,729,4.0,5.0,3.0,36.0,3.5,1,0,1.0,0,0.1783902930662751,0
1054,9758,7.0,8.0,4.0,27.0,2.9,1,0,1.0,0,0.05,0
1055,15104,8.0,7.0,4.0,38.0,3.1,1,0,1.0,0,0.14799973065531727,0
1056,14272,5.0,5.0,3.0,35.0,2.7,1,3,1.0,0,0.07,0
1057,1086,6.0,7.0,3.0,36.0,3.5,0,0,1.0,0,0.0,0
1058,15209,5.0,6.0,3.0,39.0,3.1,1,0,1.0,0,0.01592612949323953,0
1059,15111,8.0,7.0,3.0,34.0,3.1,1,0,1.0,0,0.0,0
1060,1444,8.0,8.0,4.0,47.0,3.5,0,0,1.0,0,0.0,0
1061,6242,6.0,3.0,2.0,46.0,3.2,1,0,1.0,0,0.01,0
1062,9361,8.0,9.0,3.0,43.0,3.6,0,0,1.0,0,0.0,0
1063,2139,8.0,9.0,2.0,19.0,3.4,0,3,1.0,0,0.32,0
1064,14725,4.0,1.0,4.0,42.0,3.1,1,0,1.0,0,0.10886604246986108,0
1065,16445,4.0,6.0,3.0,40.0,3.0,0,0,2.0,0,0.08,0
1066,11097,10.0,9.0,4.0,33.0,2.8,0,0,1.0,0,0.0,0
1067,19060,7.0,9.0,4.0,42.0,3.8,1,0,1.0,0,0.0,0
1068,16713,6.0,4.0,4.0,37.0,3.0,1,0,1.0,0,0.0,0
1069,13381,9.0,8.0,4.0,42.0,3.7,0,0,1.0,0,0.0,0
1070,2159,6.0,5.0,4.0,41.0,3.4,1,0,1.0,0,0.0,0
1071,16036,5.0,6.0,4.0,35.5,3.1,1,0,1.0,0,0.05722701651119868,0
1072,19487,8.0,8.0,3.0,38.0,3.8,0,3,1.0,0,0.0,0
1073,15312,2.0,2.0,4.0,38.0,3.1,1,4,1.0,0,0.02661552511415525,0
1074,8186,3.0,3.0,4.0,34.0,3.6,1,0,2.0,0,0.05,0
1075,16027,9.0,9.0,4.0,42.0,3.1,1,0,1.0,0,0.0,0
1076,673,9.0,8.0,3.0,33.0,3.5,1,0,1.0,0,0.1359386196560444,0
1077,9034,5.0,3.0,4.0,36.0,3.6,1,0,1.0,0,0.01969015968564501,0
1078,6912,9.0,10.0,4.0,46.0,3.2,1,0,1.0,0,0.0,0
1079,1993,5.0,3.0,3.0,38.0,3.4,0,0,1.0,0,0.04,0
1080,17381,6.0,5.0,4.0,33.0,3.0,0,0,1.0,0,0.08102022173367014,0
1081,60,8.0,6.0,3.0,33.0,3.5,0,0,1.0,0,0.009398942554088683,0
1082,10092,2.0,1.0,4.0,28.3,2.9,0,0,1.0,0,0.2584571451465608,0
1083,8114,7.0,8.0,3.0,28.5,3.6,0,1,1.0,0,0.0,0
1084,3828,4.0,5.0,3.0,42.0,3.3,1,0,1.0,0,0.0,0
1085,7462,7.0,6.0,5.0,39.0,2.4,1,0,1.0,0,0.01,0
1086,11840,10.0,10.0,3.0,37.0,3.9,1,0,1.0,0,0.0,0
1087,6573,8.0,8.0,4.0,36.0,3.2,0,0,1.0,0,0.0,0
1088,3501,9.0,9.0,3.0,44.0,3.4,0,0,1.0,0,0.0,0
1089,5121,10.0,10.0,3.0,44.0,3.3,0,0,1.0,0,0.0,0
1090,5548,6.0,5.0,4.0,31.0,2.2,1,1,1.0,0,0.2888660424698611,0
1091,5991,6.0,6.0,3.0,24.0,3.2,0,0,1.0,0,0.31,0
1092,17813,9.0,10.0,2.0,39.0,3.0,1,1,1.0,0,0.0,0
1093,14797,4.0,5.0,4.0,41.0,3.1,1,0,1.0,0,0.017227016511198682,0
1094,19747,6.0,4.0,4.0,33.5,2.5,0,0,1.0,0,0.07,0
1095,18349,9.0,10.0,4.0,37.0,2.6,1,0,1.0,0,0.007963064746619765,0
1096,9007,7.0,4.0,4.0,47.0,3.6,1,0,1.0,0,0.0,0
1097,14870,5.0,5.0,3.0,33.0,3.1,1,0,1.0,0,0.06407449030985155,0
1098,13107,8.0,7.0,3.0,34.5,3.7,1,0,1.0,0,0.0,0
1099,15950,5.0,5.0,4.0,35.0,3.1,0,0,1.0,0,0.0,0
1100,1110,6.0,5.0,4.0,37.0,3.5,0,0,1.0,0,0.01,0
1101,12717,6.0,6.0,3.0,36.0,3.7,0,0,1.0,0,0.007963064746619765,0
1102,12597,9.0,9.0,4.0,28.0,3.7,1,0,1.0,0,0.0,0
1103,15413,10.0,8.0,3.0,34.0,3.1,1,0,2.0,0,0.0,0
1104,18396,9.0,8.0,4.0,45.0,2.6,1,0,1.0,0,0.0,0
1105,6332,9.0,9.0,4.0,41.0,3.2,1,0,1.0,0,0.0,0
1106,1039,3.0,3.0,3.0,30.0,3.5,1,0,1.0,0,0.02,0
1107,15281,3.0,4.0,4.0,40.0,3.1,1,0,1.0,0,0.0,0
1108,4810,8.0,8.0,3.0,41.0,3.3,1,0,1.0,0,0.0,0
1109,17423,1.0,3.0,4.0,37.0,3.0,1,0,1.0,0,0.17682910721648085,0
1110,10530,8.0,6.0,4.0,32.0,2.9,0,0,1.0,0,0.07,0
1111,19296,9.0,8.0,4.0,44.0,3.8,0,0,1.0,0,0.0,0
1112,19252,2.0,2.0,3.0,44.0,3.8,1,0,1.0,0,0.1788660424698611,0
1113,2988,1.0,4.0,3.0,34.0,3.4,1,0,1.0,0,0.14,0
1114,12310,10.0,10.0,2.0,43.0,3.9,0,0,1.0,0,0.0,0
1115,17158,7.0,6.0,4.0,40.0,3.0,1,0,1.0,0,0.1627682867829276,0
1116,4496,6.0,6.0,4.0,42.0,3.3,1,0,1.0,0,0.0,0
1117,13297,5.0,8.0,3.0,36.0,3.7,0,0,1.0,0,0.0,0
1118,17531,8.0,6.0,3.0,42.0,3.0,1,0,1.0,0,0.0,0
1119,15324,2.0,2.0,3.0,42.0,3.1,1,0,2.0,0,0.08,0
1120,10317,4.0,7.0,3.0,29.0,2.9,1,0,1.0,0,0.29796306474661977,0
1121,12821,9.0,9.0,4.0,43.0,3.7,1,0,1.0,0,0.0,0
1122,8504,6.0,7.0,4.0,40.0,3.6,1,2,1.0,0,0.0,0
1123,5282,9.0,9.0,3.0,39.5,3.3,1,0,1.0,0,0.0,0
1124,17608,1.0,2.0,2.0,29.0,3.0,0,3,1.0,0,0.1348773550397413,1
1125,14773,4.0,3.0,4.0,31.0,3.1,0,0,1.0,0,0.06939894255408868,0
1126,19567,6.0,6.0,4.0,36.0,3.8,0,0,1.0,0,0.0,0
1127,13575,9.0,4.0,4.0,30.5,3.7,0,2,2.0,0,0.29,1
1128,662,9.0,10.0,4.0,41.0,3.5,0,0,1.0,0,0.0,0
1129,17754,1.0,2.0,4.0,30.0,3.0,1,0,1.0,0,0.3990152251786004,0
1130,5507,7.0,7.0,4.0,36.0,2.2,1,0,1.0,0,0.02,0
1131,15243,5.0,6.0,4.0,37.0,3.1,1,0,1.0,0,0.07007059139592346,0
1132,15710,7.0,9.0,3.0,43.0,3.1,1,0,1.0,0,0.0,0
1133,7915,2.0,1.0,4.0,40.5,3.6,1,0,1.0,0,0.24997495298698522,0
1134,5039,4.0,4.0,4.0,39.0,3.3,1,0,1.0,0,0.0,0
1135,14154,9.0,6.0,4.0,41.0,2.7,1,0,1.0,0,0.02,0
1136,20151,10.0,10.0,4.0,32.0,2.3,1,0,1.0,0,0.0,0
1137,16440,9.0,9.0,3.0,40.0,3.0,0,0,1.0,0,0.0,0
1138,5152,7.0,7.0,3.0,38.0,3.3,0,0,1.0,0,0.0,0
1139,15908,8.0,7.0,4.0,34.0,3.1,0,0,2.0,0,0.19,0
1140,1626,8.0,8.0,2.0,38.0,3.5,1,0,1.0,0,0.008866042469861085,0
1141,18987,6.0,8.0,4.0,42.0,3.8,1,0,2.0,0,0.01,0
1142,17053,6.0,10.0,3.0,26.5,3.0,0,1,1.0,0,0.11,0
1143,14197,5.0,6.0,5.0,41.0,2.7,0,0,1.0,0,0.0,0
1144,14625,6.0,5.0,3.0,41.0,3.1,0,0,1.0,0,0.0,0
1145,12793,5.0,6.0,3.0,35.0,3.7,1,0,2.0,0,0.17,0
1146,8881,9.0,9.0,3.0,40.0,3.6,0,0,1.0,0,0.0,0
1147,11903,10.0,10.0,2.0,34.0,3.9,1,0,1.0,0,0.0,0
1148,7537,10.0,9.0,3.0,42.0,2.4,0,0,1.0,0,0.0,0
1149,2749,4.0,5.0,2.0,39.0,3.4,0,0,1.0,0,0.05,0
1150,19376,9.0,8.0,3.0,19.0,3.8,0,3,1.0,0,0.28,0
1151,16432,2.0,5.0,4.0,35.0,3.0,1,0,1.0,0,0.04,0
1152,5442,10.0,9.0,3.0,34.0,3.3,1,0,1.0,0,0.0,0
1153,2727,8.0,8.0,4.0,41.0,3.4,1,0,1.0,0,0.0,0
1154,14304,5.0,7.0,3.0,36.0,2.7,0,0,1.0,0,0.02,0
1155,9122,7.0,7.0,3.0,44.0,3.6,1,0,1.0,0,0.0,0
1156,1834,7.0,5.0,3.0,39.0,3.4,1,0,1.0,0,0.02,0
1157,9242,9.0,9.0,3.0,38.0,3.6,0,0,1.0,0,0.0,0
1158,11127,5.0,4.0,4.0,33.0,2.8,1,4,1.0,0,0.01,0
1159,3699,5.0,5.0,4.0,27.0,3.3,0,0,1.0,0,0.02,0
1160,12087,7.0,6.0,4.0,38.0,3.9,0,0,1.0,0,0.0,0
1161,4530,10.0,10.0,4.0,43.0,3.3,1,0,1.0,0,0.0,0
1162,6508,4.0,6.0,4.0,43.0,3.2,1,0,1.0,0,0.0,0
1163,1006,8.0,6.0,4.0,37.0,3.5,0,0,1.0,0,0.22792349024458786,0
1164,18075,7.0,7.0,4.0,47.0,2.6,1,0,1.0,0,0.13,0
1165,18526,10.0,10.0,4.0,37.0,2.6,0,0,1.0,0,0.01682910721648085,0
1166,16799,7.0,9.0,4.0,35.0,3.0,0,0,1.0,0,0.22,0
1167,14620,9.0,10.0,4.0,42.0,3.1,1,0,1.0,0,0.0,0
1168,11130,3.0,2.0,2.0,36.5,2.8,0,0,1.0,0,0.35,0
1169,13393,4.0,6.0,4.0,33.0,3.7,0,0,1.0,0,0.0,0
1170,5733,8.0,7.0,3.0,33.0,3.2,0,0,1.0,0,0.03713102749381085,0
1171,18448,10.0,10.0,5.0,39.0,2.6,0,0,1.0,0,0.0,0
1172,13417,4.0,3.0,4.0,33.0,3.7,0,0,1.0,0,0.01,0
1173,13285,6.0,6.0,3.0,41.0,3.7,1,0,1.0,0,0.04,0
1174,11290,8.0,7.0,5.0,31.0,2.8,0,0,1.0,0,0.23,0
1175,291,2.0,2.0,2.0,37.0,3.5,0,0,1.0,0,0.3648631124335331,0
1176,5996,9.0,9.0,4.0,36.5,3.2,1,0,1.0,0,0.0,0
1177,15485,6.0,3.0,5.0,30.0,3.1,0,0,1.0,0,0.16,0
1178,14809,5.0,5.0,3.0,34.0,3.1,0,3,1.0,0,0.0,1
1179,6577,5.0,4.0,2.0,30.0,3.2,1,0,1.0,0,0.15061478024747038,0
1180,15962,5.0,2.0,4.0,29.7,3.1,1,0,2.0,0,0.15,0
1181,16592,6.0,5.0,4.0,40.0,3.0,1,0,1.0,0,0.0,0
1182,13386,5.0,8.0,1.0,37.0,3.7,1,0,1.0,0,0.0,0
1183,19188,10.0,10.0,3.0,41.0,3.8,0,0,1.0,0,0.0,0
1184,13049,3.0,3.0,2.0,31.0,3.7,1,0,1.0,0,0.1988660424698611,0
1185,5231,5.0,6.0,4.0,37.0,3.3,0,0,1.0,0,0.03569514968634194,0
1186,15340,8.0,8.0,3.0,42.0,3.1,1,0,1.0,0,0.0,0
1187,11847,9.0,8.0,4.0,34.0,3.9,0,0,1.0,0,0.01,0
1188,13584,10.0,10.0,4.0,36.0,3.7,0,0,1.0,0,0.0,0
1189,3806,9.0,9.0,4.0,37.0,3.3,1,0,1.0,0,0.0,0
1190,9630,2.0,3.0,4.0,39.5,2.9,0,0,1.0,0,0.34124644980837293,0
1191,12594,6.0,5.0,1.0,37.0,3.7,0,0,1.0,0,0.0,0
1192,8574,6.0,4.0,3.0,32.0,3.6,1,2,1.0,0,0.07,0
1193,14242,3.0,3.0,2.0,28.0,2.7,0,3,1.0,0,0.0960994400707279,1
1194,14810,4.0,6.0,3.0,35.0,3.1,0,0,1.0,0,0.008866042469861085,0
1195,1623,4.0,4.0,3.0,34.0,3.5,1,0,1.0,0,0.039398942554088684,0
1196,10615,10.0,6.0,4.0,40.0,2.9,1,0,1.0,0,0.09141813102838797,0
1197,11439,6.0,8.0,2.0,41.0,2.8,1,0,1.0,0,0.0,0
1198,2301,3.0,5.0,4.0,43.0,3.4,1,0,1.0,0,0.0,0
1199,13728,4.0,2.0,3.0,38.0,3.7,1,0,1.0,0,0.0,0
1200,10391,4.0,3.0,5.0,29.0,2.9,1,0,1.0,0,0.13,0
1201,6834,2.0,1.0,4.0,38.0,3.2,1,2,1.0,0,0.0795911026766997,0
1202,5683,6.0,6.0,4.0,46.0,3.2,0,0,1.0,0,0.0,0
1203,12682,7.0,7.0,3.0,41.0,3.7,0,0,1.0,0,0.0,0
1204,8937,8.0,10.0,5.0,38.0,3.6,0,0,1.0,0,0.0,0
1205,17502,5.0,5.0,3.0,39.0,3.0,1,2,2.0,0,0.1,0
1206,6268,4.0,3.0,3.0,38.0,3.2,0,0,1.0,0,0.0,0
1207,20197,4.0,3.0,4.0,41.0,2.3,1,0,1.0,0,0.04,0
1208,3914,6.0,3.0,3.0,29.5,3.3,0,0,1.0,0,0.13,0
1209,19742,1.0,1.0,4.0,24.0,2.5,0,3,1.0,0,0.29796306474661977,0
1210,19909,8.0,6.0,2.0,31.0,2.5,1,0,2.0,0,0.28,0
1211,13578,5.0,4.0,4.0,40.0,3.7,1,0,1.0,0,0.01,0
1212,18343,7.0,6.0,4.0,39.0,2.6,1,2,1.0,0,0.01,0
1213,4679,7.0,6.0,5.0,36.5,3.3,0,0,1.0,0,0.0,0
1214,1918,10.0,9.0,4.0,36.0,3.4,0,0,1.0,0,0.0,0
1215,4985,5.0,7.0,4.0,34.0,3.3,0,0,1.0,0,0.0,0
1216,15994,9.0,9.0,5.0,46.0,3.1,1,0,1.0,0,0.0,0
1217,14577,2.0,2.0,2.0,29.0,2.7,1,3,1.0,0,0.19,1
1218,1925,10.0,10.0,2.0,30.0,3.4,0,0,1.0,0,0.0,0
1219,13124,3.0,4.0,3.0,35.0,3.7,0,0,1.0,0,0.02,0
1220,17399,8.0,8.0,4.0,33.0,3.0,1,1,1.0,0,0.0,0
1221,11879,4.0,3.0,3.0,36.0,3.9,0,0,1.0,0,0.01,1
1222,5116,2.0,5.0,5.0,34.0,3.3,0,0,1.0,0,0.10799076102255274,1
1223,17460,4.0,3.0,4.0,38.0,3.0,1,0,1.0,0,0.0,0
1224,16598,8.0,4.0,3.0,44.0,3.0,1,0,1.0,0,0.09,0
1225,12538,5.0,6.0,3.0,42.0,3.7,0,0,1.0,0,0.0,0
1226,12063,10.0,10.0,2.0,37.0,3.9,0,0,1.0,0,0.0,0
1227,5259,2.0,3.0,3.0,20.0,3.3,0,3,1.0,0,0.31,1
1228,10943,3.0,1.0,4.0,38.0,2.8,1,0,1.0,0,0.27601446766824395,0
1229,4608,4.0,3.0,4.0,38.0,3.3,0,0,1.0,0,0.0,0
1230,20287,6.0,7.0,4.0,34.0,2.0,1,0,1.0,0,0.22,0
1231,11900,5.0,3.0,3.0,34.0,3.9,0,0,1.0,0,0.39,0
