instance_index,feature_name,feature_type,percentage_changed,num_changed,num_total,original_value,average_change,min_change,max_change,std_change,distribution,unique_values
64,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
64,fulltime,categorical,0.0,0,3,1.0,,,,,{},
64,lsat,numerical,100.0,3,3,33.5,0.5,0.5,0.5,0.0,,
64,ugpa,numerical,100.0,3,3,2.9,0.3333,0.3,0.4,0.0471,,
65,decile1,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
65,decile3,numerical,66.67,2,3,3.0,-1.0,-1.0,-1.0,0.0,,
65,fam_inc,categorical,33.33,1,3,2.0,,,,,"{""3.0"": 1}",3.0
65,fulltime,categorical,0.0,0,3,1.0,,,,,{},
65,lsat,numerical,33.33,1,3,24.0,1.0,1.0,1.0,0.0,,
65,ugpa,numerical,66.67,2,3,2.6,0.05,-0.2,0.3,0.25,,
66,decile1,numerical,0.0,0,3,1.0,,,,,,
66,decile3,numerical,0.0,0,3,1.0,,,,,,
66,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
66,fulltime,categorical,0.0,0,3,1.0,,,,,{},
66,lsat,numerical,33.33,1,3,39.0,1.0,1.0,1.0,0.0,,
66,ugpa,numerical,100.0,3,3,2.7,0.2333,-0.2,0.8,0.419,,
67,decile1,numerical,0.0,0,3,1.0,,,,,,
67,decile3,numerical,33.33,1,3,2.0,-1.0,-1.0,-1.0,0.0,,
67,fam_inc,categorical,33.33,1,3,4.0,,,,,"{""5.0"": 1}",5.0
67,fulltime,categorical,0.0,0,3,1.0,,,,,{},
67,lsat,numerical,66.67,2,3,26.5,0.5,0.5,0.5,0.0,,
67,ugpa,numerical,66.67,2,3,3.2,-0.1,-0.7,0.5,0.6,,
68,decile1,numerical,0.0,0,3,1.0,,,,,,
68,decile3,numerical,0.0,0,3,1.0,,,,,,
68,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
68,fulltime,categorical,0.0,0,3,1.0,,,,,{},
68,lsat,numerical,100.0,3,3,37.0,-0.3333,-1.0,1.0,0.9428,,
68,ugpa,numerical,100.0,3,3,2.5,0.3333,0.3,0.4,0.0471,,
69,decile1,numerical,0.0,0,3,1.0,,,,,,
69,decile3,numerical,0.0,0,3,1.0,,,,,,
69,fam_inc,categorical,66.67,2,3,1.0,,,,,"{""2.0"": 2}",2.0
69,fulltime,categorical,0.0,0,3,1.0,,,,,{},
69,lsat,numerical,100.0,3,3,27.5,-0.6667,-1.0,-0.5,0.2357,,
69,ugpa,numerical,100.0,3,3,3.5,-0.3667,-0.9,0.4,0.5558,,
70,decile1,numerical,0.0,0,3,2.0,,,,,,
70,decile3,numerical,0.0,0,3,2.0,,,,,,
70,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
70,fulltime,categorical,0.0,0,3,1.0,,,,,{},
70,lsat,numerical,0.0,0,3,34.0,,,,,,
70,ugpa,numerical,100.0,3,3,3.2,0.0333,-0.4,0.3,0.3091,,
71,decile1,numerical,33.33,1,3,2.0,1.0,1.0,1.0,0.0,,
71,decile3,numerical,0.0,0,3,1.0,,,,,,
71,fam_inc,categorical,0.0,0,3,2.0,,,,,{},
71,fulltime,categorical,0.0,0,3,1.0,,,,,{},
71,lsat,numerical,100.0,3,3,35.5,0.1667,-0.5,0.5,0.4714,,
71,ugpa,numerical,66.67,2,3,3.4,-0.35,-0.9,0.2,0.55,,
72,decile1,numerical,33.33,1,3,2.0,-1.0,-1.0,-1.0,0.0,,
72,decile3,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
72,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
72,fulltime,categorical,0.0,0,3,1.0,,,,,{},
72,lsat,numerical,0.0,0,3,30.0,,,,,,
72,ugpa,numerical,0.0,0,3,3.5,,,,,,
73,decile1,numerical,33.33,1,3,3.0,1.0,1.0,1.0,0.0,,
73,decile3,numerical,33.33,1,3,2.0,1.0,1.0,1.0,0.0,,
73,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
73,fulltime,categorical,0.0,0,3,1.0,,,,,{},
73,lsat,numerical,100.0,3,3,31.5,-0.1667,-0.5,0.5,0.4714,,
73,ugpa,numerical,33.33,1,3,3.1,0.3,0.3,0.3,0.0,,
74,decile1,numerical,0.0,0,3,4.0,,,,,,
74,decile3,numerical,0.0,0,3,5.0,,,,,,
74,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
74,fulltime,categorical,0.0,0,3,1.0,,,,,{},
74,lsat,numerical,0.0,0,3,35.0,,,,,,
74,ugpa,numerical,100.0,3,3,3.3,-0.3667,-0.4,-0.3,0.0471,,
75,decile1,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
75,decile3,numerical,66.67,2,3,1.0,1.0,1.0,1.0,0.0,,
75,fam_inc,categorical,66.67,2,3,1.0,,,,,"{""2.0"": 2}",2.0
75,fulltime,categorical,33.33,1,3,1.0,,,,,"{""2.0"": 1}",2.0
75,lsat,numerical,66.67,2,3,24.0,0.0,-1.0,1.0,1.0,,
75,ugpa,numerical,66.67,2,3,2.9,0.05,-0.2,0.3,0.25,,
76,decile1,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
76,decile3,numerical,0.0,0,3,1.0,,,,,,
76,fam_inc,categorical,66.67,2,3,5.0,,,,,"{""4.0"": 2}",4.0
76,fulltime,categorical,0.0,0,3,1.0,,,,,{},
76,lsat,numerical,33.33,1,3,35.0,0.5,0.5,0.5,0.0,,
76,ugpa,numerical,66.67,2,3,2.8,0.2,0.1,0.3,0.1,,
77,decile1,numerical,33.33,1,3,3.0,-1.0,-1.0,-1.0,0.0,,
77,decile3,numerical,0.0,0,3,2.0,,,,,,
77,fam_inc,categorical,33.33,1,3,3.0,,,,,"{""4.0"": 1}",4.0
77,fulltime,categorical,0.0,0,3,1.0,,,,,{},
77,lsat,numerical,0.0,0,3,31.0,,,,,,
77,ugpa,numerical,66.67,2,3,3.4,0.0,-0.1,0.1,0.1,,
78,decile1,numerical,0.0,0,3,2.0,,,,,,
78,decile3,numerical,0.0,0,3,2.0,,,,,,
78,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
78,fulltime,categorical,0.0,0,3,1.0,,,,,{},
78,lsat,numerical,0.0,0,3,35.0,,,,,,
78,ugpa,numerical,100.0,3,3,3.2,-0.0,-0.4,0.5,0.3742,,
79,decile1,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
79,decile3,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
79,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
79,fulltime,categorical,0.0,0,3,1.0,,,,,{},
79,lsat,numerical,33.33,1,3,35.0,0.5,0.5,0.5,0.0,,
79,ugpa,numerical,100.0,3,3,3.2,-0.0333,-0.2,0.2,0.17,,
80,decile1,numerical,0.0,0,3,4.0,,,,,,
80,decile3,numerical,0.0,0,3,3.0,,,,,,
80,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
80,fulltime,categorical,0.0,0,3,1.0,,,,,{},
80,lsat,numerical,0.0,0,3,36.0,,,,,,
80,ugpa,numerical,100.0,3,3,3.2,0.3333,0.2,0.5,0.1247,,
81,decile1,numerical,0.0,0,3,2.0,,,,,,
81,decile3,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
81,fam_inc,categorical,33.33,1,3,3.0,,,,,"{""4.0"": 1}",4.0
81,fulltime,categorical,0.0,0,3,1.0,,,,,{},
81,lsat,numerical,0.0,0,3,41.0,,,,,,
81,ugpa,numerical,100.0,3,3,2.4,0.7333,0.6,0.8,0.0943,,
82,decile1,numerical,0.0,0,3,2.0,,,,,,
82,decile3,numerical,0.0,0,3,1.0,,,,,,
82,fam_inc,categorical,33.33,1,3,4.0,,,,,"{""5.0"": 1}",5.0
82,fulltime,categorical,0.0,0,3,1.0,,,,,{},
82,lsat,numerical,66.67,2,3,28.5,0.15,-0.2,0.5,0.35,,
82,ugpa,numerical,100.0,3,3,2.6,0.1667,-0.2,0.4,0.2625,,
83,decile1,numerical,33.33,1,3,2.0,-1.0,-1.0,-1.0,0.0,,
83,decile3,numerical,0.0,0,3,1.0,,,,,,
83,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
83,fulltime,categorical,0.0,0,3,1.0,,,,,{},
83,lsat,numerical,0.0,0,3,40.0,,,,,,
83,ugpa,numerical,66.67,2,3,2.6,-0.25,-0.4,-0.1,0.15,,
84,decile1,numerical,33.33,1,3,3.0,-1.0,-1.0,-1.0,0.0,,
84,decile3,numerical,33.33,1,3,2.0,1.0,1.0,1.0,0.0,,
84,fam_inc,categorical,33.33,1,3,2.0,,,,,"{""3.0"": 1}",3.0
84,fulltime,categorical,0.0,0,3,1.0,,,,,{},
84,lsat,numerical,66.67,2,3,29.0,0.5,0.5,0.5,0.0,,
84,ugpa,numerical,66.67,2,3,3.0,-0.2,-0.3,-0.1,0.1,,
85,decile1,numerical,0.0,0,3,4.0,,,,,,
85,decile3,numerical,0.0,0,3,4.0,,,,,,
85,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
85,fulltime,categorical,0.0,0,3,1.0,,,,,{},
85,lsat,numerical,66.67,2,3,32.5,0.0,-0.5,0.5,0.5,,
85,ugpa,numerical,66.67,2,3,3.0,0.2,0.1,0.3,0.1,,
86,decile1,numerical,0.0,0,3,1.0,,,,,,
86,decile3,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
86,fam_inc,categorical,66.67,2,3,2.0,,,,,"{""3.0"": 1, ""1.0"": 1}","3.0,1.0"
86,fulltime,categorical,0.0,0,3,1.0,,,,,{},
86,lsat,numerical,0.0,0,3,31.0,,,,,,
86,ugpa,numerical,100.0,3,3,3.6,-0.4333,-0.6,-0.2,0.17,,
87,decile1,numerical,33.33,1,3,3.0,1.0,1.0,1.0,0.0,,
87,decile3,numerical,0.0,0,3,3.0,,,,,,
87,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
87,fulltime,categorical,0.0,0,3,1.0,,,,,{},
87,lsat,numerical,0.0,0,3,34.0,,,,,,
87,ugpa,numerical,66.67,2,3,2.8,0.3,0.3,0.3,0.0,,
88,decile1,numerical,33.33,1,3,3.0,1.0,1.0,1.0,0.0,,
88,decile3,numerical,0.0,0,3,3.0,,,,,,
88,fam_inc,categorical,33.33,1,3,3.0,,,,,"{""4.0"": 1}",4.0
88,fulltime,categorical,0.0,0,3,1.0,,,,,{},
88,lsat,numerical,33.33,1,3,40.0,1.0,1.0,1.0,0.0,,
88,ugpa,numerical,100.0,3,3,2.5,0.4,0.1,0.6,0.216,,
89,decile1,numerical,0.0,0,3,3.0,,,,,,
89,decile3,numerical,0.0,0,3,3.0,,,,,,
89,fam_inc,categorical,66.67,2,3,4.0,,,,,"{""3.0"": 2}",3.0
89,fulltime,categorical,0.0,0,3,1.0,,,,,{},
89,lsat,numerical,0.0,0,3,32.0,,,,,,
89,ugpa,numerical,33.33,1,3,2.8,0.1,0.1,0.1,0.0,,
90,decile1,numerical,0.0,0,3,2.0,,,,,,
90,decile3,numerical,0.0,0,3,1.0,,,,,,
90,fam_inc,categorical,33.33,1,3,3.0,,,,,"{""2.0"": 1}",2.0
90,fulltime,categorical,0.0,0,3,1.0,,,,,{},
90,lsat,numerical,0.0,0,3,39.0,,,,,,
90,ugpa,numerical,100.0,3,3,2.9,0.2333,-0.1,0.7,0.3399,,
91,decile1,numerical,0.0,0,3,2.0,,,,,,
91,decile3,numerical,33.33,1,3,2.0,-1.0,-1.0,-1.0,0.0,,
91,fam_inc,categorical,33.33,1,3,5.0,,,,,"{""4.0"": 1}",4.0
91,fulltime,categorical,0.0,0,3,1.0,,,,,{},
91,lsat,numerical,0.0,0,3,32.0,,,,,,
91,ugpa,numerical,66.67,2,3,3.5,-0.5,-0.6,-0.4,0.1,,
92,decile1,numerical,33.33,1,3,3.0,1.0,1.0,1.0,0.0,,
92,decile3,numerical,66.67,2,3,1.0,1.0,1.0,1.0,0.0,,
92,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
92,fulltime,categorical,0.0,0,3,1.0,,,,,{},
92,lsat,numerical,0.0,0,3,37.0,,,,,,
92,ugpa,numerical,100.0,3,3,2.9,0.1667,0.1,0.3,0.0943,,
93,decile1,numerical,0.0,0,3,1.0,,,,,,
93,decile3,numerical,0.0,0,3,2.0,,,,,,
93,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
93,fulltime,categorical,0.0,0,3,1.0,,,,,{},
93,lsat,numerical,33.33,1,3,31.0,0.5,0.5,0.5,0.0,,
93,ugpa,numerical,66.67,2,3,3.5,-0.55,-0.6,-0.5,0.05,,
94,decile1,numerical,66.67,2,3,2.0,-1.0,-1.0,-1.0,0.0,,
94,decile3,numerical,0.0,0,3,1.0,,,,,,
94,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
94,fulltime,categorical,0.0,0,3,1.0,,,,,{},
94,lsat,numerical,0.0,0,3,36.0,,,,,,
94,ugpa,numerical,100.0,3,3,3.0,0.2333,-0.1,0.7,0.3399,,
95,decile1,numerical,66.67,2,3,2.0,-1.0,-1.0,-1.0,0.0,,
95,decile3,numerical,0.0,0,3,1.0,,,,,,
95,fam_inc,categorical,66.67,2,3,3.0,,,,,"{""2.0"": 1, ""4.0"": 1}","2.0,4.0"
95,fulltime,categorical,0.0,0,3,1.0,,,,,{},
95,lsat,numerical,0.0,0,3,27.0,,,,,,
95,ugpa,numerical,66.67,2,3,2.6,0.55,0.1,1.0,0.45,,
96,decile1,numerical,0.0,0,3,1.0,,,,,,
96,decile3,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
96,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
96,fulltime,categorical,0.0,0,3,1.0,,,,,{},
96,lsat,numerical,0.0,0,3,31.0,,,,,,
96,ugpa,numerical,100.0,3,3,2.8,0.0,-0.4,0.3,0.2944,,
97,decile1,numerical,66.67,2,3,1.0,1.0,1.0,1.0,0.0,,
97,decile3,numerical,0.0,0,3,1.0,,,,,,
97,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
97,fulltime,categorical,0.0,0,3,1.0,,,,,{},
97,lsat,numerical,33.33,1,3,32.0,-1.0,-1.0,-1.0,0.0,,
97,ugpa,numerical,66.67,2,3,2.9,0.05,-0.1,0.2,0.15,,
98,decile1,numerical,0.0,0,3,1.0,,,,,,
98,decile3,numerical,0.0,0,3,1.0,,,,,,
98,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
98,fulltime,categorical,0.0,0,3,1.0,,,,,{},
98,lsat,numerical,0.0,0,3,42.0,,,,,,
98,ugpa,numerical,100.0,3,3,3.0,0.1667,-0.5,0.5,0.4714,,
99,decile1,numerical,0.0,0,3,3.0,,,,,,
99,decile3,numerical,33.33,1,3,2.0,1.0,1.0,1.0,0.0,,
99,fam_inc,categorical,33.33,1,3,5.0,,,,,"{""4.0"": 1}",4.0
99,fulltime,categorical,0.0,0,3,1.0,,,,,{},
99,lsat,numerical,0.0,0,3,37.0,,,,,,
99,ugpa,numerical,33.33,1,3,3.2,-0.1,-0.1,-0.1,0.0,,
100,decile1,numerical,0.0,0,3,2.0,,,,,,
100,decile3,numerical,0.0,0,3,2.0,,,,,,
100,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
100,fulltime,categorical,0.0,0,3,1.0,,,,,{},
100,lsat,numerical,33.33,1,3,25.0,0.5,0.5,0.5,0.0,,
100,ugpa,numerical,66.67,2,3,2.4,0.7,0.5,0.9,0.2,,
101,decile1,numerical,0.0,0,3,1.0,,,,,,
101,decile3,numerical,0.0,0,3,1.0,,,,,,
101,fam_inc,categorical,66.67,2,3,3.0,,,,,"{""2.0"": 1, ""4.0"": 1}","2.0,4.0"
101,fulltime,categorical,0.0,0,3,1.0,,,,,{},
101,lsat,numerical,33.33,1,3,30.0,1.0,1.0,1.0,0.0,,
101,ugpa,numerical,100.0,3,3,2.1,0.8,0.3,1.4,0.4546,,
102,decile1,numerical,66.67,2,3,5.0,0.0,-1.0,1.0,1.0,,
102,decile3,numerical,66.67,2,3,5.0,0.0,-1.0,1.0,1.0,,
102,fam_inc,categorical,33.33,1,3,3.0,,,,,"{""4.0"": 1}",4.0
102,fulltime,categorical,0.0,0,3,1.0,,,,,{},
102,lsat,numerical,66.67,2,3,23.0,1.0,1.0,1.0,0.0,,
102,ugpa,numerical,66.67,2,3,2.3,0.85,0.8,0.9,0.05,,
103,decile1,numerical,33.33,1,3,2.0,-1.0,-1.0,-1.0,0.0,,
103,decile3,numerical,0.0,0,3,1.0,,,,,,
103,fam_inc,categorical,33.33,1,3,2.0,,,,,"{""3.0"": 1}",3.0
103,fulltime,categorical,0.0,0,3,1.0,,,,,{},
103,lsat,numerical,0.0,0,3,35.0,,,,,,
103,ugpa,numerical,66.67,2,3,2.5,0.65,0.5,0.8,0.15,,
104,decile1,numerical,66.67,2,3,4.0,0.0,-1.0,1.0,1.0,,
104,decile3,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
104,fam_inc,categorical,66.67,2,3,5.0,,,,,"{""4.0"": 2}",4.0
104,fulltime,categorical,0.0,0,3,1.0,,,,,{},
104,lsat,numerical,33.33,1,3,30.0,-0.5,-0.5,-0.5,0.0,,
104,ugpa,numerical,100.0,3,3,2.6,0.5667,0.5,0.7,0.0943,,
105,decile1,numerical,33.33,1,3,3.0,1.0,1.0,1.0,0.0,,
105,decile3,numerical,0.0,0,3,4.0,,,,,,
105,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
105,fulltime,categorical,0.0,0,3,1.0,,,,,{},
105,lsat,numerical,33.33,1,3,32.0,1.0,1.0,1.0,0.0,,
105,ugpa,numerical,33.33,1,3,3.1,0.2,0.2,0.2,0.0,,
106,decile1,numerical,0.0,0,3,3.0,,,,,,
106,decile3,numerical,0.0,0,3,2.0,,,,,,
106,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
106,fulltime,categorical,0.0,0,3,1.0,,,,,{},
106,lsat,numerical,0.0,0,3,37.0,,,,,,
106,ugpa,numerical,100.0,3,3,2.8,-0.1,-0.3,0.2,0.216,,
107,decile1,numerical,33.33,1,3,2.0,-1.0,-1.0,-1.0,0.0,,
107,decile3,numerical,0.0,0,3,1.0,,,,,,
107,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
107,fulltime,categorical,0.0,0,3,1.0,,,,,{},
107,lsat,numerical,66.67,2,3,31.0,0.25,-0.5,1.0,0.75,,
107,ugpa,numerical,100.0,3,3,2.5,0.2,-0.1,0.6,0.2944,,
108,decile1,numerical,0.0,0,3,1.0,,,,,,
108,decile3,numerical,0.0,0,3,1.0,,,,,,
108,fam_inc,categorical,0.0,0,3,5.0,,,,,{},
108,fulltime,categorical,66.67,2,3,2.0,,,,,"{""1.0"": 2}",1.0
108,lsat,numerical,33.33,1,3,38.0,-1.0,-1.0,-1.0,0.0,,
108,ugpa,numerical,66.67,2,3,2.8,-0.1,-0.3,0.1,0.2,,
109,decile1,numerical,0.0,0,3,1.0,,,,,,
109,decile3,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
109,fam_inc,categorical,33.33,1,3,2.0,,,,,"{""3.0"": 1}",3.0
109,fulltime,categorical,0.0,0,3,1.0,,,,,{},
109,lsat,numerical,66.67,2,3,29.0,0.75,0.5,1.0,0.25,,
109,ugpa,numerical,100.0,3,3,3.1,0.0333,-0.3,0.5,0.3399,,
110,decile1,numerical,33.33,1,3,4.0,-1.0,-1.0,-1.0,0.0,,
110,decile3,numerical,0.0,0,3,2.0,,,,,,
110,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
110,fulltime,categorical,0.0,0,3,1.0,,,,,{},
110,lsat,numerical,0.0,0,3,39.0,,,,,,
110,ugpa,numerical,66.67,2,3,2.4,0.85,0.6,1.1,0.25,,
111,decile1,numerical,0.0,0,3,2.0,,,,,,
111,decile3,numerical,0.0,0,3,1.0,,,,,,
111,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
111,fulltime,categorical,0.0,0,3,1.0,,,,,{},
111,lsat,numerical,0.0,0,3,35.0,,,,,,
111,ugpa,numerical,100.0,3,3,3.2,-0.2333,-0.3,-0.2,0.0471,,
112,decile1,numerical,0.0,0,3,2.0,,,,,,
112,decile3,numerical,0.0,0,3,2.0,,,,,,
112,fam_inc,categorical,33.33,1,3,4.0,,,,,"{""3.0"": 1}",3.0
112,fulltime,categorical,0.0,0,3,1.0,,,,,{},
112,lsat,numerical,66.67,2,3,43.0,1.0,1.0,1.0,0.0,,
112,ugpa,numerical,100.0,3,3,3.3,0.0,-0.2,0.3,0.216,,
113,decile1,numerical,0.0,0,3,3.0,,,,,,
113,decile3,numerical,0.0,0,3,2.0,,,,,,
113,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
113,fulltime,categorical,0.0,0,3,1.0,,,,,{},
113,lsat,numerical,100.0,3,3,35.5,0.1667,-0.5,0.5,0.4714,,
113,ugpa,numerical,100.0,3,3,3.5,-0.4667,-0.6,-0.3,0.1247,,
114,decile1,numerical,0.0,0,3,8.0,,,,,,
114,decile3,numerical,0.0,0,3,7.0,,,,,,
114,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
114,fulltime,categorical,0.0,0,3,1.0,,,,,{},
114,lsat,numerical,0.0,0,3,38.0,,,,,,
114,ugpa,numerical,66.67,2,3,3.5,-0.15,-0.4,0.1,0.25,,
115,decile1,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
115,decile3,numerical,0.0,0,3,1.0,,,,,,
115,fam_inc,categorical,100.0,3,3,4.0,,,,,"{""3.0"": 2, ""2.0"": 1}","3.0,2.0"
115,fulltime,categorical,0.0,0,3,1.0,,,,,{},
115,lsat,numerical,66.67,2,3,21.0,0.0,-1.0,1.0,1.0,,
115,ugpa,numerical,100.0,3,3,2.9,0.5,0.1,0.9,0.3266,,
116,decile1,numerical,33.33,1,3,3.0,-1.0,-1.0,-1.0,0.0,,
116,decile3,numerical,33.33,1,3,2.0,1.0,1.0,1.0,0.0,,
116,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
116,fulltime,categorical,0.0,0,3,1.0,,,,,{},
116,lsat,numerical,0.0,0,3,34.0,,,,,,
116,ugpa,numerical,100.0,3,3,2.6,-0.0667,-0.5,0.2,0.3091,,
117,decile1,numerical,0.0,0,3,2.0,,,,,,
117,decile3,numerical,0.0,0,3,2.0,,,,,,
117,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
117,fulltime,categorical,0.0,0,3,1.0,,,,,{},
117,lsat,numerical,66.67,2,3,32.5,0.0,-0.5,0.5,0.5,,
117,ugpa,numerical,66.67,2,3,3.3,0.0,-0.1,0.1,0.1,,
118,decile1,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
118,decile3,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
118,fam_inc,categorical,33.33,1,3,4.0,,,,,"{""3.0"": 1}",3.0
118,fulltime,categorical,0.0,0,3,1.0,,,,,{},
118,lsat,numerical,100.0,3,3,24.5,-0.3333,-1.0,0.5,0.6236,,
118,ugpa,numerical,100.0,3,3,2.2,0.3667,0.2,0.6,0.17,,
119,decile1,numerical,0.0,0,3,1.0,,,,,,
119,decile3,numerical,0.0,0,3,1.0,,,,,,
119,fam_inc,categorical,66.67,2,3,1.0,,,,,"{""2.0"": 2}",2.0
119,fulltime,categorical,0.0,0,3,1.0,,,,,{},
119,lsat,numerical,66.67,2,3,26.5,0.5,0.5,0.5,0.0,,
119,ugpa,numerical,100.0,3,3,3.0,0.1333,-0.4,0.9,0.5558,,
120,decile1,numerical,33.33,1,3,6.0,-1.0,-1.0,-1.0,0.0,,
120,decile3,numerical,0.0,0,3,4.0,,,,,,
120,fam_inc,categorical,33.33,1,3,4.0,,,,,"{""3.0"": 1}",3.0
120,fulltime,categorical,0.0,0,3,1.0,,,,,{},
120,lsat,numerical,33.33,1,3,32.0,1.0,1.0,1.0,0.0,,
120,ugpa,numerical,100.0,3,3,2.7,0.3667,0.3,0.4,0.0471,,
121,decile1,numerical,0.0,0,3,4.0,,,,,,
121,decile3,numerical,0.0,0,3,3.0,,,,,,
121,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
121,fulltime,categorical,0.0,0,3,1.0,,,,,{},
121,lsat,numerical,66.67,2,3,27.0,0.0,-1.0,1.0,1.0,,
121,ugpa,numerical,66.67,2,3,3.7,-0.3,-0.4,-0.2,0.1,,
122,decile1,numerical,0.0,0,3,1.0,,,,,,
122,decile3,numerical,0.0,0,3,1.0,,,,,,
122,fam_inc,categorical,33.33,1,3,3.0,,,,,"{""4.0"": 1}",4.0
122,fulltime,categorical,0.0,0,3,1.0,,,,,{},
122,lsat,numerical,33.33,1,3,29.5,0.5,0.5,0.5,0.0,,
122,ugpa,numerical,66.67,2,3,3.6,0.0,-0.1,0.1,0.1,,
123,decile1,numerical,0.0,0,3,1.0,,,,,,
123,decile3,numerical,33.33,1,3,1.0,1.0,1.0,1.0,0.0,,
123,fam_inc,categorical,33.33,1,3,5.0,,,,,"{""4.0"": 1}",4.0
123,fulltime,categorical,0.0,0,3,1.0,,,,,{},
123,lsat,numerical,66.67,2,3,39.5,0.0,-0.5,0.5,0.5,,
123,ugpa,numerical,66.67,2,3,3.0,0.0,-0.2,0.2,0.2,,
124,decile1,numerical,33.33,1,3,3.0,-1.0,-1.0,-1.0,0.0,,
124,decile3,numerical,0.0,0,3,1.0,,,,,,
124,fam_inc,categorical,33.33,1,3,2.0,,,,,"{""3.0"": 1}",3.0
124,fulltime,categorical,33.33,1,3,2.0,,,,,"{""1.0"": 1}",1.0
124,lsat,numerical,33.33,1,3,31.0,1.0,1.0,1.0,0.0,,
124,ugpa,numerical,66.67,2,3,2.3,1.0,0.9,1.1,0.1,,
125,decile1,numerical,100.0,3,3,3.0,-1.3333,-2.0,-1.0,0.4714,,
125,decile3,numerical,33.33,1,3,1.0,2.0,2.0,2.0,0.0,,
125,fam_inc,categorical,33.33,1,3,3.0,,,,,"{""1.0"": 1}",1.0
125,fulltime,categorical,0.0,0,3,1.0,,,,,{},
125,lsat,numerical,100.0,3,3,18.0,2.0,2.0,2.0,0.0,,
125,ugpa,numerical,100.0,3,3,3.2,-0.0,-0.3,0.2,0.216,,
126,decile1,numerical,0.0,0,3,3.0,,,,,,
126,decile3,numerical,0.0,0,3,3.0,,,,,,
126,fam_inc,categorical,0.0,0,3,4.0,,,,,{},
126,fulltime,categorical,0.0,0,3,1.0,,,,,{},
126,lsat,numerical,0.0,0,3,36.0,,,,,,
126,ugpa,numerical,100.0,3,3,3.0,-0.1333,-0.4,0.1,0.2055,,
127,decile1,numerical,0.0,0,3,3.0,,,,,,
127,decile3,numerical,0.0,0,3,3.0,,,,,,
127,fam_inc,categorical,0.0,0,3,3.0,,,,,{},
127,fulltime,categorical,0.0,0,3,1.0,,,,,{},
127,lsat,numerical,0.0,0,3,32.0,,,,,,
127,ugpa,numerical,66.67,2,3,2.8,-0.05,-0.2,0.1,0.15,,
128,decile1,numerical,33.33,1,3,2.0,-1.0,-1.0,-1.0,0.0,,
128,decile3,numerical,33.33,1,3,1.0,2.0,2.0,2.0,0.0,,
128,fam_inc,categorical,100.0,3,3,4.0,,,,,"{""3.0"": 3}",3.0
128,fulltime,categorical,0.0,0,3,1.0,,,,,{},
128,lsat,numerical,33.33,1,3,20.0,1.0,1.0,1.0,0.0,,
128,ugpa,numerical,100.0,3,3,2.7,0.5333,0.3,0.7,0.17,,
129,decile1,numerical,66.67,2,3,5.0,-2.0,-2.0,-2.0,0.0,,
129,decile3,numerical,100.0,3,3,1.0,1.6667,1.0,2.0,0.4714,,
129,fam_inc,categorical,100.0,3,3,3.0,,,,,"{""2.0"": 3}",2.0
